index,time_ms,time_s,position_m,velocity_mps,accel_mps2,current_A,error_A,cmd_duty_pct,cmd_pwm,dir_sign
0,0,0.0000,0.000000,0.00000,0.0000,-2.3352,2.3352,0.00,0,0
1,2,0.0020,0.000000,0.00000,0.0000,-2.6038,2.6038,0.00,0,0
2,10,0.0100,0.000000,0.00000,0.0000,-2.6801,2.6801,0.00,0,0
3,20,0.0200,0.000000,0.00000,0.0000,-2.4634,2.4634,0.00,0,0
4,30,0.0300,0.000000,0.00000,0.0000,-2.5122,2.5122,0.00,0,0
5,40,0.0400,0.000000,0.00000,0.0000,-2.4847,2.4847,0.00,0,0
6,50,0.0500,0.000000,0.00000,0.0000,-2.5122,2.5122,0.00,0,0
7,60,0.0600,0.000000,0.00000,0.0000,-2.6252,2.6252,0.00,0,0
8,70,0.0700,0.000000,0.00000,0.0000,-2.5549,2.5549,0.00,0,0
9,80,0.0800,0.000000,0.00000,0.0000,-2.4420,2.4420,0.00,0,0
10,90,0.0900,0.000000,0.00000,0.0000,-2.5183,2.5183,0.00,0,0
11,100,0.1000,0.000000,0.00000,0.0000,-2.5214,2.5214,0.00,0,0
12,110,0.1100,0.000000,0.00000,0.0000,-2.4969,2.4969,0.00,0,0
13,120,0.1200,0.000000,0.00000,0.0000,-2.3932,2.3932,0.00,0,0
14,130,0.1300,0.000000,0.00000,0.0000,-2.3993,2.3993,0.00,0,0
15,140,0.1400,0.000000,0.00000,0.0000,-2.6221,2.6221,0.00,0,0
16,150,0.1500,0.000000,0.00000,0.0000,-2.6221,2.6221,0.00,0,0
17,160,0.1600,0.000000,0.00000,0.0000,-2.5427,2.5427,0.00,0,0
18,170,0.1700,0.000000,0.00000,0.0000,-2.6557,2.6557,0.00,0,0
19,180,0.1800,0.000000,0.00000,0.0000,-2.5214,2.5214,0.00,0,0
20,190,0.1900,0.000000,0.00000,0.0000,-2.5519,2.5519,0.00,0,0
21,200,0.2000,0.000000,0.00000,0.0000,-2.5702,2.5702,0.00,0,0
22,210,0.2100,0.000000,0.00000,0.0000,-2.4603,2.4603,0.00,0,0
23,220,0.2200,0.000000,0.00000,0.0000,-2.4084,2.4084,0.00,0,0
24,230,0.2300,0.000000,0.00000,0.0000,-2.6465,2.6465,0.00,0,0
25,240,0.2400,0.000000,0.00000,0.0000,-2.5580,2.5580,0.00,0,0
26,250,0.2500,0.000000,0.00000,0.0000,-2.4573,2.4573,0.00,0,0
27,260,0.2600,0.000000,0.00000,0.0000,-2.5794,2.5794,0.00,0,0
28,270,0.2700,0.000000,0.00000,0.0000,-2.6313,2.6313,0.00,0,0
29,280,0.2800,0.000000,0.00000,0.0000,-2.6648,2.6648,0.00,0,0
30,290,0.2900,0.000000,0.00000,0.0000,-2.4756,2.4756,0.00,0,0
31,300,0.3000,0.000000,0.00000,0.0000,-2.4786,2.4786,0.00,0,0
32,310,0.3100,0.000000,0.00000,0.0000,-2.4420,2.4420,0.00,0,0
33,320,0.3200,0.000000,0.00000,0.0000,-2.4328,2.4328,0.00,0,0
34,330,0.3300,0.000000,0.00000,0.0000,-2.5092,2.5092,0.00,0,0
35,340,0.3400,0.000000,0.00000,0.0000,-2.4878,2.4878,0.00,0,0
36,350,0.3500,0.000000,0.00000,0.0000,-2.5000,2.5000,0.00,0,0
37,360,0.3600,0.000000,0.00000,0.0000,-2.4847,2.4847,0.00,0,0
38,370,0.3700,0.000000,0.00000,0.0000,-2.5763,2.5763,0.00,0,0
39,380,0.3800,0.000000,0.00000,0.0000,-2.6679,2.6679,0.00,0,0
40,390,0.3900,0.000000,0.00000,0.0000,-2.6007,2.6007,0.00,0,0
41,400,0.4000,0.000000,0.00000,0.0000,-2.6648,2.6648,0.00,0,0
42,410,0.4100,0.000000,0.00000,0.0000,-2.6496,2.6496,0.00,0,0
43,420,0.4200,0.000000,0.00000,0.0000,-2.6068,2.6068,0.00,0,0
44,430,0.4300,0.000000,0.00000,0.0000,-2.5061,2.5061,0.00,0,0
45,440,0.4400,0.000000,0.00000,0.0000,-2.5092,2.5092,0.00,0,0
