index,time_ms,time_s,position_m,velocity_mps,accel_mps2,current_A,error_A,cmd_duty_pct,cmd_pwm,dir_sign
0,0,0.0000,0.000000,0.00000,0.0000,2.3871,-1.3871,0.00,0,0
1,0,0.0000,0.000000,0.00000,0.0000,2.4786,-1.4786,0.00,0,0
2,1,0.0010,0.000000,0.00000,0.0000,2.4237,-1.4237,0.00,0,0
3,2,0.0020,0.000000,0.00000,0.0000,2.4054,-1.4054,0.00,0,0
4,6,0.0060,0.000000,0.00000,0.0000,2.4420,-1.4420,0.00,0,0
5,10,0.0100,0.000000,0.00000,0.0000,2.5153,-1.5153,0.00,0,0
6,14,0.0140,0.000000,0.00000,0.0000,2.3993,-1.3993,0.00,0,0
7,18,0.0180,0.000000,0.00000,0.0000,2.5031,-1.5031,0.00,0,0
8,22,0.0220,0.000000,0.00000,0.0000,2.4664,-1.4664,0.00,0,0
9,26,0.0260,0.000000,0.00000,0.0000,2.4298,-1.4298,0.00,0,0
10,30,0.0300,0.000000,0.00000,0.0000,2.5702,-1.5702,0.00,0,0
11,34,0.0340,0.000000,0.00000,0.0000,2.5031,-1.5031,0.00,0,0
12,38,0.0380,0.000000,0.00000,0.0000,2.4725,-1.4725,0.00,0,0
13,42,0.0420,0.000000,0.00000,0.0000,2.4603,-1.4603,0.00,0,0
14,46,0.0460,0.000000,0.00000,0.0000,2.4359,-1.4359,0.00,0,0
15,50,0.0500,0.000000,0.00000,0.0000,2.5641,-1.5641,0.00,0,0
16,54,0.0540,0.000000,0.00000,0.0000,2.6435,-1.6435,0.00,0,0
17,58,0.0580,0.000000,0.00000,0.0000,2.6190,-1.6190,0.00,0,0
18,62,0.0620,0.000000,0.00000,0.0000,2.6129,-1.6129,0.00,0,0
19,66,0.0660,0.000000,0.00000,0.0000,2.5946,-1.5946,0.00,0,0
20,70,0.0700,0.000000,0.00000,0.0000,2.5153,-1.5153,0.00,0,0
21,74,0.0740,0.000000,0.00000,0.0000,2.5214,-1.5214,0.00,0,0
22,78,0.0780,0.000000,0.00000,0.0000,2.4969,-1.4969,0.00,0,0
23,82,0.0820,0.000000,0.00000,0.0000,2.4542,-1.4542,0.00,0,0
24,86,0.0860,0.000000,0.00000,0.0000,2.4176,-1.4176,0.00,0,0
25,90,0.0900,0.000000,0.00000,0.0000,2.6374,-1.6374,0.00,0,0
26,94,0.0940,0.000000,0.00000,0.0000,2.5824,-1.5824,0.00,0,0
27,98,0.0980,0.000000,0.00000,0.0000,2.5641,-1.5641,0.00,0,0
28,102,0.1020,0.000000,0.00000,0.0000,2.5824,-1.5824,0.00,0,0
29,106,0.1060,0.000000,0.00000,0.0000,2.5824,-1.5824,0.00,0,0
30,110,0.1100,0.000000,0.00000,0.0000,2.6435,-1.6435,0.00,0,0
31,114,0.1140,0.000000,0.00000,0.0000,2.6252,-1.6252,0.00,0,0
32,118,0.1180,0.000000,0.00000,0.0000,2.6557,-1.6557,0.00,0,0
