index,time_ms,time_s,position_m,velocity_mps,accel_mps2,current_A
0,0,0.0000,0.000000,0.00000,0.0000,-2.4603
1,2,0.0020,0.000000,0.00000,0.0000,-2.4664
2,10,0.0100,0.000000,0.00000,0.0000,-2.4420
3,20,0.0200,0.000000,0.00000,0.0000,-2.4847
4,30,0.0300,0.000000,0.00000,0.0000,-2.4878
5,40,0.0400,0.000000,0.00000,0.0000,-2.4725
6,50,0.0500,0.000000,0.00000,0.0000,-2.4786
7,60,0.0600,0.000000,0.00000,0.0000,-2.5214
8,70,0.0700,0.000000,0.00000,0.0000,-2.4664
9,80,0.0800,0.000000,0.00000,0.0000,-2.4786
10,90,0.0900,0.000000,0.00000,0.0000,-2.4542
11,100,0.1000,0.000000,0.00000,0.0000,-2.4969
12,110,0.1100,0.000000,0.00000,0.0000,-2.4481
13,120,0.1200,0.000000,0.00000,0.0000,-2.4695
14,130,0.1300,0.000000,0.00000,0.0000,-2.4634
15,140,0.1400,0.000000,0.00000,0.0000,-2.5000
16,150,0.1500,0.000000,0.00000,0.0000,-2.5336
17,160,0.1600,0.000000,0.00000,0.0000,-2.4512
18,170,0.1700,0.000000,0.00000,0.0000,-2.5000
19,180,0.1800,0.000000,0.00000,0.0000,-2.4847
20,190,0.1900,0.000000,0.00000,0.0000,-2.5092
21,200,0.2000,0.000000,0.00000,0.0000,-2.5031
22,210,0.2100,0.000000,0.00000,0.0000,-2.4786
23,220,0.2200,0.000000,0.00000,0.0000,-2.5000
24,230,0.2300,0.000000,0.00000,0.0000,-2.4420
25,240,0.2400,0.000000,0.00000,0.0000,-2.4573
26,250,0.2500,0.000000,0.00000,0.0000,-2.4817
27,260,0.2600,0.000000,0.00000,0.0000,-2.4847
28,270,0.2700,0.000000,0.00000,0.0000,-2.5031
29,280,0.2800,0.000000,0.00000,0.0000,-2.4878
30,290,0.2900,0.000000,0.00000,0.0000,-2.5031
31,300,0.3000,0.000000,0.00000,0.0000,-2.4695
32,310,0.3100,0.000000,0.00000,0.0000,-2.4969
33,320,0.3200,0.000000,0.00000,0.0000,-2.4634
34,330,0.3300,0.000000,0.00000,0.0000,-2.4817
35,340,0.3400,0.000000,0.00000,0.0000,-2.4695
36,350,0.3500,0.000000,0.00000,0.0000,-2.4573
