index,time_ms,time_s,position_m,velocity_mps,accel_mps2,current_A
0,0,0.0000,0.000000,0.00000,0.0000,-0.1801
1,2,0.0020,0.000000,0.00000,0.0000,-0.0916
2,10,0.0100,0.000000,0.00000,0.0000,-0.1160
3,20,0.0200,0.000000,0.00000,0.0000,-0.2198
4,30,0.0300,0.000000,0.00000,0.0000,-0.1450
5,40,0.0400,0.000000,0.00000,0.0000,-0.0717
6,50,0.0500,0.000000,0.00000,0.0000,-0.1893
7,60,0.0600,0.000000,0.00000,0.0000,-0.1404
8,70,0.0700,0.000000,0.00000,0.0000,-0.1908
9,80,0.0800,0.000000,0.00000,0.0000,-0.1862
10,90,0.0900,0.000000,0.00000,0.0000,-0.0992
11,100,0.1000,0.000000,0.00000,0.0000,-0.1053
12,110,0.1100,0.000000,0.00000,0.0000,-0.1496
13,120,0.1200,0.000000,0.00000,0.0000,-0.2106
14,130,0.1300,0.000000,0.00000,0.0000,-0.0656
15,140,0.1400,0.000000,0.00000,0.0000,-0.1282
16,150,0.1500,0.000000,0.00000,0.0000,-0.1725
17,160,0.1600,0.000000,0.00000,0.0000,-0.2152
18,170,0.1700,0.000000,0.00000,0.0000,-0.1450
19,180,0.1800,0.000000,0.00000,0.0000,-0.2015
20,190,0.1900,0.000000,0.00000,0.0000,-0.1435
21,200,0.2000,0.000000,0.00000,0.0000,-0.1542
22,210,0.2100,0.000000,0.00000,0.0000,-0.2198
23,220,0.2200,0.000000,0.00000,0.0000,-0.1984
24,230,0.2300,0.000000,0.00000,0.0000,-0.1618
25,240,0.2400,0.000000,0.00000,0.0000,-0.1633
26,250,0.2500,0.000000,0.00000,0.0000,-0.2366
27,260,0.2600,0.000000,0.00000,0.0000,-0.2045
28,270,0.2700,0.000000,0.00000,0.0000,-0.2060
29,280,0.2800,0.000000,0.00000,0.0000,-0.1847
30,290,0.2900,0.000000,0.00000,0.0000,-0.1603
31,300,0.3000,0.000000,0.00000,0.0000,-0.0946
32,310,0.3100,0.000000,0.00000,0.0000,-0.2152
33,320,0.3200,0.000000,0.00000,0.0000,-0.1206
34,330,0.3300,0.000000,0.00000,0.0000,-0.1954
35,340,0.3400,0.000000,0.00000,0.0000,-0.1908
36,350,0.3500,0.000000,0.00000,0.0000,-0.2228
37,360,0.3600,0.000000,0.00000,0.0000,-0.1648
38,370,0.3700,0.000000,0.00000,0.0000,-0.1358
39,380,0.3800,0.000000,0.00000,0.0000,-0.2579
40,390,0.3900,0.000000,0.00000,0.0000,-0.0610
41,400,0.4000,0.000000,0.00000,0.0000,-0.1938
42,410,0.4100,0.000000,0.00000,0.0000,-0.2015
43,420,0.4200,0.000000,0.00000,0.0000,-0.1603
44,430,0.4300,0.000000,0.00000,0.0000,-0.1053
45,440,0.4400,0.000000,0.00000,0.0000,-0.1435
46,450,0.4500,0.000000,0.00000,0.0000,-0.1938
47,460,0.4600,0.000000,0.00000,0.0000,-0.2228
48,470,0.4700,0.000000,0.00000,0.0000,-0.1755
49,480,0.4800,0.000000,0.00000,0.0000,-0.2060
50,490,0.4900,0.000000,0.00000,0.0000,-0.2244
51,500,0.5000,0.000000,0.00000,0.0000,-0.2015
52,510,0.5100,0.000000,0.00000,0.0000,-0.1023
53,520,0.5200,0.000000,0.00000,0.0000,-0.1831
54,530,0.5300,0.000000,0.00000,0.0000,-0.1221
55,540,0.5400,0.000000,0.00000,0.0000,-0.1954
56,550,0.5500,0.000000,0.00000,0.0000,-0.1938
57,560,0.5600,0.000000,0.00000,0.0000,-0.2030
58,570,0.5700,0.000000,0.00000,0.0000,-0.1297
59,580,0.5800,0.000000,0.00000,0.0000,-0.2579
60,590,0.5900,0.000000,0.00000,0.0000,-0.1404
61,600,0.6000,0.000000,0.00000,0.0000,-0.1709
62,610,0.6100,0.000000,0.00000,0.0000,-0.1419
63,620,0.6200,0.000000,0.00000,0.0000,-0.1450
64,630,0.6300,0.000000,0.00000,0.0000,-0.2534
65,640,0.6400,0.000000,0.00000,0.0000,-0.1801
66,650,0.6500,0.000000,0.00000,0.0000,-0.0870
67,660,0.6600,0.000000,0.00000,0.0000,-0.1389
68,670,0.6700,0.000000,0.00000,0.0000,-0.1725
69,680,0.6800,0.000000,0.00000,0.0000,-0.1145
70,690,0.6900,0.000000,0.00000,0.0000,-0.1740
71,700,0.7000,0.000000,0.00000,0.0000,-0.1206
72,710,0.7100,0.000000,0.00000,0.0000,-0.1114
73,720,0.7200,0.000000,0.00000,0.0000,-0.1465
