host_unix_s,device_ms,t_rel_s,duty,vbat,i_motor,i_in,rpm_vesc,rpm_spool,position_m,velocity_mps,enc_count,enc_device_ms
1776806834.3226871,695210,0.0,0.0,37.8,0.28,0.0,0.0,0.0,-0.00013,0.0,-1,695219
1776806834.372687,695260,0.04999995231628418,0.0,37.8,0.29,0.0,0.0,0.0,-0.00013,0.0,-1,695269
1776806834.4226873,695310,0.10000014305114746,0.0,37.8,0.27,0.0,0.0,0.0,-0.00013,0.0,-1,695319
1776806834.4726872,695360,0.15000009536743164,0.0,37.8,0.28,0.0,0.0,0.0,-0.00013,0.0,-1,695369
1776806834.5226872,695410,0.20000004768371582,0.0,37.8,0.28,0.0,0.0,0.0,-0.00013,0.0,-1,695419
1776806834.5726871,695460,0.25,0.0,37.8,0.28,0.0,0.0,0.0,-0.00013,0.0,-1,695469
1776806834.622687,695510,0.2999999523162842,0.0,37.8,0.27,0.0,0.0,0.0,-0.00013,0.0,-1,695519
1776806834.6726873,695560,0.35000014305114746,0.0,37.8,0.28,0.0,0.0,0.0,-0.00013,0.0,-1,695569
1776806834.7226872,695610,0.40000009536743164,0.0,37.8,0.28,0.0,0.0,0.0,-0.00013,0.0,-1,695619
1776806834.7726872,695660,0.4500000476837158,0.0,37.8,0.26,0.0,0.0,0.0,-0.00013,0.0,-1,695669
1776806834.8226871,695710,0.5,0.0,37.8,0.28,0.0,0.0,0.0,-0.00013,0.0,-1,695719
1776806834.872687,695760,0.5499999523162842,0.0,37.8,0.27,0.0,0.0,0.0,-0.00013,0.0,-1,695769
1776806834.9226873,695810,0.6000001430511475,0.0,37.8,0.27,0.0,0.0,0.0,-0.00013,0.0,-1,695819
1776806834.9726872,695860,0.6500000953674316,0.0,37.8,0.27,0.0,0.0,0.9962848799846992,0.0,0.0053,0,695869
1776806835.0226872,695910,0.7000000476837158,0.0,37.8,0.25,0.0,0.0,0.0,0.00013,0.0,1,695919
1776806835.0726871,695960,0.75,0.0,37.8,0.27,0.0,0.0,0.9962848799846992,0.00027,0.0053,2,695969
1776806835.122687,696010,0.7999999523162842,0.0,37.8,0.28,0.0,0.0,0.0,0.00027,0.0,2,696019
