host_unix_s,device_ms,t_rel_s,duty,vbat,i_motor,i_in,rpm_vesc,rpm_spool,position_m,velocity_mps,enc_count,enc_device_ms
1776812509.5256152,415001,0.0,0.0,37.5,0.3,0.0,0.0,0.0,0.00013,0.0,1,415005
1776812509.5756152,415051,0.05,0.0,37.5,0.28,0.0,0.0,0.0,0.00013,0.0,1,415055
1776812509.6256151,415101,0.1,0.0,37.5,0.29,0.0,0.0,-0.9962848799846993,0.0,-0.0053,0,415105
1776812509.675615,415151,0.15,0.013,37.6,0.98,0.01,0.0,0.0,0.0,0.0,0,415155
1776812509.725615,415201,0.2,0.013,37.6,0.98,0.01,0.0,0.0,0.0,0.0,0,415205
1776812509.7756152,415251,0.25,0.013,37.6,0.98,0.01,0.0,0.0,0.0,0.0,0,415255
1776812509.8256152,415301,0.3,0.013,37.6,0.98,0.01,0.0,0.0,0.0,0.0,0,415305
1776812509.8756151,415351,0.35,0.012,37.6,1.0,0.01,0.0,15.000666683543205,0.00226,0.0798,17,415355
1776812509.925615,415401,0.4,0.005,37.6,2.06,0.01,0.0,44.00571517064492,0.01144,0.2341,86,415405
1776812509.975615,415451,0.45,0.005,37.6,4.64,0.02,0.0,86.9963476333809,0.03218,0.4628,242,415455
1776812510.0256152,415501,0.5,0.005,37.6,8.18,0.04,0.0,132.99463256399522,0.06424,0.7075,483,415505
1776812510.0756152,415551,0.55,0.005,37.6,11.69,0.06,0.0,161.00339617111223,0.106,0.8565,797,415555
1776812510.1256151,415601,0.6,0.005,37.6,13.11,0.06,0.0,195.00866688606172,0.15481,1.0374,1164,415605
1776812510.175615,415651,0.65,0.005,37.6,15.04,0.07,0.0,203.99402863384822,0.20774,1.0852,1562,415655
1776812510.225615,415701,0.7,0.005,37.6,16.76,0.08,0.0,210.00933356960488,0.26466,1.1172,1990,415705
1776812510.2756152,415751,0.75,0.005,37.6,17.47,0.09,0.0,224.9912024252239,0.3249,1.1969,2443,415755
1776812510.3256152,415801,0.8,0.005,37.6,17.57,0.09,0.0,238.99558422878238,0.38688,1.2714,2909,415805
1776812510.3756151,415851,0.85,0.005,37.6,17.57,0.09,0.0,242.9995215766454,0.44979,1.2927,3382,415855
1776812510.425615,415901,0.9,0.005,37.6,18.26,0.09,0.0,244.99209133661478,0.51336,1.3033,3860,415905
1776812510.475615,415951,0.95,0.005,37.6,18.62,0.09,0.0,243.9958064566301,0.57759,1.298,4343,415955
1776812510.5256152,416001,1.0,0.005,37.6,18.8,0.09,0.0,239.99186910876705,0.6421,1.2767,4828,416005
1776812510.5756152,416051,1.05,0.005,37.6,19.4,0.1,0.0,237.99929934879768,0.70686,1.2661,5315,416055
1776812510.6256151,416101,1.1,0.005,37.6,19.49,0.1,0.0,237.00301446881295,0.7719,1.2608,5804,416105
1776812510.675615,416151,1.15,0.005,37.6,19.57,0.1,0.0,237.99929934879768,0.83667,1.2661,6291,416155
1776812510.725615,416201,1.2,0.005,37.6,19.32,0.1,0.0,241.006951816676,0.9017,1.2821,6780,416205
1776812510.7756152,416251,1.25,0.005,37.6,18.73,0.09,0.0,242.0032366966607,0.96647,1.2874,7267,416255
1776812510.8256152,416301,1.3,0.005,37.6,18.85,0.09,0.0,247.00345892450844,1.03137,1.314,7755,416305
1776812510.8756151,416351,1.35,0.005,37.6,18.6,0.09,0.0,247.99974380449314,1.09627,1.3193,8243,416355
1776812510.925615,416401,1.4,0.005,37.6,18.71,0.09,0.0,249.99231356446256,1.16117,1.3299,8731,416405
1776812510.975615,416451,1.45,0.005,37.6,18.71,0.09,0.0,248.99602868447784,1.22621,1.3246,9220,416455
1776812511.0256152,416501,1.5,0.005,37.6,18.79,0.09,0.0,246.00717404452377,1.29137,1.3087,9710,416505
1776812511.0756152,416551,1.55,0.005,37.6,19.47,0.1,0.0,244.99209133661478,1.35667,1.3033,10201,416555
1776812511.1256151,416601,1.6,0.005,37.6,19.62,0.1,0.0,242.0032366966607,1.42224,1.2874,10694,416605
1776812511.175615,416651,1.65,0.005,37.6,19.75,0.1,0.0,243.9958064566301,1.4878,1.298,11187,416655
1776812511.225615,416701,1.7,0.005,37.6,19.69,0.1,0.0,242.0032366966607,1.5535,1.2874,11681,416705
1776812511.2756152,416751,1.75,0.005,37.6,19.41,0.1,0.0,241.006951816676,1.61907,1.2821,12174,416755
1776812511.3256152,416801,1.8,0.005,37.6,19.5,0.1,0.0,243.9958064566301,1.68477,1.298,12668,416805
1776812511.3756151,416851,1.85,0.005,37.6,19.17,0.09,0.0,244.99209133661478,1.7502,1.3033,13160,416855
1776812511.425615,416901,1.9,0.005,37.6,18.99,0.09,0.0,248.99602868447784,1.81537,1.3246,13650,416905
1776812511.475615,416951,1.95,0.005,37.6,18.71,0.09,0.0,247.99974380449314,1.88027,1.3193,14138,416955
1776812511.5256152,417001,2.0,0.005,37.6,18.45,0.09,0.0,247.00345892450844,1.94491,1.314,14624,417005
1776812511.5756152,417051,2.05,0.005,37.6,18.73,0.09,0.0,248.99602868447784,2.00967,1.3246,15111,417055
1776812511.6256151,417101,2.1,0.005,37.6,18.86,0.09,0.0,242.9995215766454,2.07418,1.2927,15596,417105
1776812511.675615,417151,2.15,0.005,37.6,19.23,0.09,0.0,243.9958064566301,2.13894,1.298,16083,417155
1776812511.725615,417201,2.2,0.005,37.6,19.47,0.1,0.0,242.0032366966607,2.20411,1.2874,16573,417205
1776812511.7756152,417251,2.25,0.005,37.6,19.43,0.1,0.0,241.006951816676,2.26941,1.2821,17064,417255
1776812511.8256152,417301,2.3,0.005,37.6,19.67,0.1,0.0,243.9958064566301,2.33511,1.298,17558,417305
1776812511.8756151,417351,2.35,0.005,37.6,19.47,0.1,0.0,242.0032366966607,2.40068,1.2874,18051,417355
1776812511.925615,417401,2.4,0.005,37.6,19.45,0.1,0.0,247.00345892450844,2.46651,1.314,18546,417405
1776812511.975615,417451,2.45,0.005,37.6,19.27,0.09,0.0,247.99974380449314,2.53234,1.3193,19041,417455
1776812512.0256152,417501,2.5,0.005,37.6,18.94,0.09,0.0,249.99231356446256,2.59804,1.3299,19535,417505
1776812512.0756152,417551,2.55,0.005,37.6,18.96,0.09,0.0,251.0073962723715,2.66361,1.3353,20028,417555
1776812512.1256151,417601,2.6,0.005,37.6,18.79,0.09,0.0,246.00717404452377,2.72851,1.3087,20516,417605
1776812512.175615,417651,2.65,0.005,37.6,18.98,0.09,0.0,248.99602868447784,2.79367,1.3246,21006,417655
1776812512.225615,417701,2.7,0.005,37.6,18.84,0.09,0.0,244.99209133661478,2.85831,1.3033,21492,417705
1776812512.2756152,417751,2.75,0.005,37.6,18.87,0.09,0.0,242.9995215766454,2.92281,1.2927,21977,417755
1776812512.3256152,417801,2.8,0.005,37.6,19.2,0.09,0.0,242.0032366966607,2.98758,1.2874,22464,417805
1776812512.3756151,417851,2.85,0.005,37.6,19.29,0.1,0.0,237.00301446881295,3.05195,1.2608,22948,417855
1776812512.425615,417901,2.9,0.005,37.6,19.6,0.1,0.0,242.0032366966607,3.11725,1.2874,23439,417905
1776812512.475615,417951,2.95,0.005,37.6,19.42,0.1,0.0,242.9995215766454,3.18268,1.2927,23931,417955
1776812512.5256152,418001,3.0,0.005,37.6,19.17,0.09,0.0,243.9958064566301,3.24798,1.298,24422,418005
1776812512.5756152,418051,3.05,0.005,37.6,19.28,0.1,0.0,247.99974380449314,3.31395,1.3193,24918,418055
1776812512.6256151,418101,3.1,0.005,37.6,19.3,0.1,0.0,246.00717404452377,3.37925,1.3087,25409,418105
1776812512.675615,418151,3.15,0.005,37.6,19.27,0.1,0.0,251.0073962723715,3.44521,1.3353,25905,418155
1776812512.725615,418201,3.2,0.005,37.6,19.03,0.09,0.0,249.99231356446256,3.51091,1.3299,26399,418205
1776812512.7756152,418251,3.25,0.005,37.6,18.88,0.09,0.0,248.99602868447784,3.57621,1.3246,26890,418255
1776812512.8256152,418301,3.3,0.005,37.6,19.11,0.09,0.0,248.99602868447784,3.64191,1.3246,27384,418305
1776812512.8756151,418351,3.35,0.005,37.6,19.22,0.09,0.0,243.9958064566301,3.70655,1.298,27870,418355
1776812512.925615,418401,3.4,0.005,37.6,19.33,0.1,0.0,244.99209133661478,3.77158,1.3033,28359,418405
1776812512.975615,418451,3.45,0.005,37.6,19.15,0.09,0.0,241.006951816676,3.83648,1.2821,28847,418455
1776812513.0256152,418501,3.5,0.005,37.6,19.2,0.09,0.0,238.99558422878238,3.90085,1.2714,29331,418505
1776812513.0756152,418551,3.55,0.005,37.6,19.44,0.1,0.0,242.0032366966607,3.96628,1.2874,29823,418555
1776812513.1256151,418601,3.6,0.005,37.6,19.45,0.1,0.0,239.99186910876705,4.03078,1.2767,30308,418605
1776812513.175615,418651,3.65,0.005,37.6,19.44,0.1,0.0,244.99209133661478,4.09635,1.3033,30801,418655
1776812513.225615,418701,3.7,0.005,37.6,19.1,0.09,0.0,247.00345892450844,4.16205,1.314,31295,418705
1776812513.2756152,418751,3.75,0.005,37.6,19.24,0.09,0.0,247.99974380449314,4.22748,1.3193,31787,418755
1776812513.3256152,418801,3.8,0.005,37.6,19.31,0.1,0.0,251.0073962723715,4.29371,1.3353,32285,418805
1776812513.3756151,418851,3.85,0.005,37.6,19.34,0.1,0.0,252.00368115235617,4.35941,1.3406,32779,418855
1776812513.425615,418901,3.9,0.005,37.6,19.58,0.1,0.0,244.99209133661478,4.42498,1.3033,33272,418905
1776812513.475615,418951,3.95,0.005,37.6,16.02,0.08,0.0,167.99618815892939,4.47538,0.8937,33651,418955
1776812513.5256152,419001,4.0,0.005,37.6,9.24,0.04,0.0,83.01120811344211,4.50265,0.4416,33856,419005
1776812513.5756152,419051,4.05,0.005,37.6,4.1,0.02,0.0,30.99761824707111,4.51355,0.1649,33938,419055
1776812513.6256151,419101,4.1,0.013,37.6,0.98,0.0,0.0,-5.996507107832434,4.51422,-0.0319,33943,419105
1776812513.675615,419151,4.15,0.013,37.6,0.98,0.01,0.0,-8.007874695726072,4.51209,-0.0426,33927,419155
1776812513.725615,419201,4.2,0.013,37.6,0.98,0.01,0.0,-1.9925697599693986,4.51103,-0.0106,33919,419205
1776812513.7756152,419251,4.25,0.013,37.6,0.98,0.01,0.0,0.0,4.51103,0.0,33919,419255
1776812513.8256152,419301,4.3,0.012,37.6,0.99,0.01,0.0,0.0,4.51103,0.0,33919,419305
1776812513.8756151,419351,4.35,0.013,37.6,0.98,0.01,0.0,0.0,4.51103,0.0,33919,419355
1776812513.925615,419401,4.4,0.012,37.6,0.99,0.01,0.0,0.0,4.51103,0.0,33919,419405
1776812513.975615,419451,4.45,0.013,37.6,0.97,0.01,0.0,0.0,4.51103,0.0,33919,419455
1776812514.0256152,419501,4.5,0.013,37.6,0.98,0.01,0.0,0.0,4.51103,0.0,33919,419505
1776812514.0756152,419551,4.55,0.012,37.6,0.99,0.01,0.0,0.0,4.51103,0.0,33919,419555
1776812514.1256151,419601,4.6,0.012,37.6,0.98,0.01,0.0,0.0,4.51103,0.0,33919,419605
