host_unix_s,device_ms,t_rel_s,duty,vbat,i_motor,i_in,rpm_vesc,rpm_spool,position_m,velocity_mps,enc_count,enc_device_ms
1776810140.812625,223378,0.0,0.0,37.7,0.28,0.0,0.0,0.0,0.0,0.0,0,223399
1776810140.862625,223428,0.05,0.009,37.8,0.28,0.0,0.0,0.0,0.0,0.0,0,223424
1776810140.9126248,223478,0.1,0.013,37.8,0.98,0.01,0.0,0.0,0.0,0.0,0,223474
1776810140.962625,223528,0.15,0.013,37.8,0.98,0.01,0.0,0.0,0.0,0.0,0,223524
1776810141.012625,223578,0.2,0.013,37.8,0.98,0.01,0.0,0.0,0.0,0.0,0,223574
1776810141.062625,223628,0.25,0.005,37.8,1.11,0.01,0.0,20.99717379137564,0.00332,0.1117,25,223624
1776810141.112625,223678,0.3,0.005,37.8,3.29,0.01,0.0,51.99479203844676,0.01476,0.2766,111,223674
1776810141.1626248,223728,0.35,0.005,37.8,4.29,0.02,0.0,66.99545872198996,0.03152,0.3564,237,223724
1776810141.212625,223778,0.4,0.005,37.8,4.51,0.02,0.0,77.99218805767013,0.0512,0.4149,385,223774
1776810141.262625,223828,0.45,0.005,37.8,4.69,0.02,0.0,81.99612540553316,0.07261,0.4362,546,223824
1776810141.312625,223878,0.5,0.005,37.8,4.9,0.02,0.0,79.00727076557907,0.09403,0.4203,707,223874
1776810141.362625,223928,0.55,0.005,37.8,4.76,0.02,0.0,82.99241028551786,0.1157,0.4415,870,223924
1776810141.4126248,223978,0.6,0.005,37.8,5.1,0.02,0.0,85.00377787341151,0.13831,0.4522,1040,223974
1776810141.462625,224028,0.65,0.005,37.8,5.01,0.02,0.0,82.99241028551786,0.16079,0.4415,1209,224024
1776810141.512625,224078,0.7,0.005,37.8,4.78,0.02,0.0,85.00377787341151,0.18287,0.4522,1375,224074
1776810141.562625,224128,0.75,0.005,37.8,5.31,0.02,0.0,86.00006275339621,0.20574,0.4575,1547,224124
1776810141.612625,224178,0.8,0.005,37.8,4.97,0.02,0.0,86.00006275339621,0.22888,0.4575,1721,224174
1776810141.6626248,224228,0.85,0.005,37.8,5.16,0.02,0.0,82.99241028551786,0.25096,0.4415,1887,224224
1776810141.712625,224278,0.9,0.005,37.8,5.17,0.02,0.0,87.9926325133656,0.27423,0.4681,2062,224274
1776810141.762625,224328,0.95,0.005,37.8,5.28,0.02,0.0,87.9926325133656,0.29751,0.4681,2237,224324
1776810141.812625,224378,1.0,0.005,37.8,5.1,0.02,0.0,85.00377787341151,0.32012,0.4522,2407,224374
1776810141.862625,224428,1.05,0.005,37.8,5.35,0.02,0.0,90.00400010125924,0.34339,0.4788,2582,224424
1776810141.9126248,224478,1.1,0.005,37.8,5.46,0.02,0.0,86.00006275339621,0.3668,0.4575,2758,224474
1776810141.962625,224528,1.15,0.005,37.8,4.85,0.02,0.0,85.00377787341151,0.38941,0.4522,2928,224524
1776810142.012625,224578,1.2,0.005,37.8,5.51,0.02,0.0,87.9926325133656,0.41241,0.4681,3101,224574
1776810142.062625,224628,1.25,0.005,37.8,5.16,0.02,0.0,91.00028498124394,0.43662,0.4841,3283,224624
1776810142.112625,224678,1.3,0.005,37.8,5.46,0.02,0.0,86.00006275339621,0.45963,0.4575,3456,224674
1776810142.1626248,224728,1.35,0.005,37.8,5.38,0.02,0.0,90.00400010125924,0.48317,0.4788,3633,224724
1776810142.212625,224778,1.4,0.005,37.8,5.57,0.02,0.0,90.00400010125924,0.50711,0.4788,3813,224774
1776810142.262625,224828,1.45,0.005,37.8,5.26,0.02,0.0,86.9963476333809,0.53051,0.4628,3989,224824
1776810142.312625,224878,1.5,0.005,37.8,5.51,0.02,0.0,90.00400010125924,0.55392,0.4788,4165,224874
1776810142.362625,224928,1.55,0.005,37.8,5.3,0.02,0.0,90.00400010125924,0.57799,0.4788,4346,224924
1776810142.4126248,224978,1.6,0.005,37.8,5.3,0.02,0.0,86.9963476333809,0.601,0.4628,4519,224974
1776810142.462625,225028,1.65,0.005,37.8,5.54,0.02,0.0,87.9926325133656,0.62441,0.4681,4695,225024
1776810142.512625,225078,1.7,0.005,37.8,5.39,0.02,0.0,89.00771522127454,0.64821,0.4735,4874,225074
1776810142.562625,225128,1.75,0.005,37.8,5.42,0.02,0.0,84.00749299342681,0.67109,0.4469,5046,225124
1776810142.612625,225178,1.8,0.005,37.8,5.28,0.02,0.0,90.00400010125924,0.69436,0.4788,5221,225174
1776810142.6626248,225228,1.85,0.005,37.8,5.51,0.02,0.0,87.9926325133656,0.7179,0.4681,5398,225224
1776810142.712625,225278,1.9,0.005,37.8,5.02,0.02,0.0,86.9963476333809,0.74078,0.4628,5570,225274
1776810142.762625,225328,1.95,0.005,37.8,5.51,0.02,0.0,87.9926325133656,0.76392,0.4681,5744,225324
1776810142.812625,225378,2.0,0.005,37.8,5.39,0.02,0.0,89.00771522127454,0.78772,0.4735,5923,225374
1776810142.862625,225428,2.05,0.005,37.8,5.16,0.02,0.0,84.00749299342681,0.81033,0.4469,6093,225424
