host_unix_s,device_ms,t_rel_s,duty,vbat,i_motor,i_in,rpm_vesc,rpm_spool,position_m,velocity_mps,enc_count,enc_device_ms
1776809970.875625,53441,0.0,0.0,37.7,0.27,0.0,0.0,0.0,0.0,0.0,0,53448
1776809970.9256248,53491,0.04999995231628418,0.0,37.7,0.27,0.0,0.0,0.0,0.0,0.0,0,53498
1776809970.975625,53541,0.10000014305114746,0.0,37.7,0.28,0.0,0.0,0.0,0.0,0.0,0,53548
1776809971.025625,53591,0.15000009536743164,0.0,37.7,0.27,0.0,0.0,0.0,0.0,0.0,0,53598
1776809971.075625,53641,0.20000004768371582,0.0,37.8,0.28,0.0,0.0,0.0,0.0,0.0,0,53648
1776809971.125625,53691,0.25,0.0,37.7,0.28,0.0,0.0,0.0,0.0,0.0,0,53698
1776809971.1756248,53741,0.2999999523162842,0.0,37.7,0.27,0.0,0.0,0.0,0.0,0.0,0,53748
1776809971.225625,53791,0.35000014305114746,0.0,37.7,0.28,0.0,0.0,0.0,0.0,0.0,0,53798
1776809971.275625,53841,0.40000009536743164,0.0,37.7,0.28,0.0,0.0,0.0,0.0,0.0,0,53848
1776809971.325625,53891,0.4500000476837158,0.0,37.7,0.28,0.0,0.0,0.0,0.0,0.0,0,53898
1776809971.375625,53941,0.5,0.0,37.7,0.27,0.0,0.0,0.0,0.0,0.0,0,53948
1776809971.4256248,53991,0.5499999523162842,0.0,37.7,0.29,0.0,0.0,0.0,0.0,0.0,0,53998
1776809971.475625,54041,0.6000001430511475,0.0,37.7,0.28,0.0,0.0,0.0,0.0,0.0,0,54048
1776809971.525625,54091,0.6500000953674316,0.0,37.7,0.28,0.0,0.0,0.0,0.0,0.0,0,54098
1776809971.575625,54141,0.7000000476837158,0.0,37.7,0.29,0.0,0.0,0.0,0.0,0.0,0,54148
1776809971.625625,54191,0.75,0.0,37.7,0.27,0.0,0.0,0.0,0.0,0.0,0,54198
1776809971.6756248,54241,0.7999999523162842,0.0,37.7,0.28,0.0,0.0,-0.9962848799846992,-0.00013,-0.0053,-1,54248
1776809971.725625,54291,0.8500001430511475,-0.001,37.7,0.27,0.0,0.0,9.004159575710771,0.0012,0.0479,9,54298
1776809971.775625,54341,0.9000000953674316,-0.012,37.7,0.25,0.0,0.0,51.99479203844676,0.01144,0.2766,86,54348
1776809971.825625,54391,0.9500000476837158,-0.025,37.7,0.26,0.0,0.0,97.99307696906108,0.03405,0.5213,256,54398
1776809971.875625,54441,1.0,-0.031,37.8,0.25,0.0,0.0,136.99856991185828,0.06743,0.7288,507,54448
1776809971.9256248,54491,1.0499999523162842,-0.042,37.7,0.26,0.01,0.0,185.0082224303662,0.11411,0.9842,858,54498
1776809971.975625,54541,1.1000001430511475,-0.046,37.7,0.26,0.01,0.0,206.00539622174188,0.16677,1.0959,1254,54548
1776809972.025625,54591,1.1500000953674316,-0.063,37.8,0.25,0.01,0.0,263.99669536802105,0.23553,1.4044,1771,54598
1776809972.075625,54641,1.2000000476837158,-0.071,37.7,0.25,0.01,0.0,312.00634788652894,0.31639,1.6598,2379,54648
1776809972.125625,54691,1.25,-0.085,37.7,0.26,0.02,0.0,359.9972025771127,0.40909,1.9151,3076,54698
1776809972.1756248,54741,1.2999999523162842,-0.096,37.7,0.27,0.02,0.0,400.9952652798793,0.51283,2.1332,3856,54748
1776809972.225625,54791,1.3500001430511475,-0.103,37.7,0.25,0.02,0.0,439.00447334269177,0.6272,2.3354,4716,54798
1776809972.275625,54841,1.4000000953674316,-0.125,37.7,0.25,0.03,0.0,492.99183514110786,0.75527,2.6226,5679,54848
1776809972.325625,54891,1.4500000476837158,-0.129,37.7,0.27,0.03,0.0,531.9973280839051,0.89385,2.8301,6721,54898
1776809972.375625,54941,1.5,-0.142,37.7,0.25,0.03,0.0,573.9916756666564,1.04414,3.0535,7851,54948
1776809972.4256248,54991,1.5499999523162842,-0.154,37.8,0.25,0.03,0.0,615.0085361973472,1.20479,3.2717,9059,54998
