host_unix_s,device_ms,t_rel_s,duty,vbat,i_motor,i_in,rpm_vesc,rpm_spool,position_m,velocity_mps,enc_count,enc_device_ms
1776812606.235615,511711,0.0,0.0,37.5,0.3,0.0,0.0,0.0,0.00027,0.0,2,511730
1776812606.2856152,511761,0.05000019073486328,0.0,37.5,0.29,0.0,0.0,0.9962848799846992,0.0004,0.0053,3,511755
1776812606.3356152,511811,0.10000014305114746,0.018,37.6,1.45,0.02,0.0,-0.9962848799846992,0.00027,-0.0053,2,511805
1776812606.385615,511861,0.15000009536743164,0.017,37.6,2.95,0.05,0.0,-0.9962848799846992,-0.00013,-0.0053,-1,511855
1776812606.435615,511911,0.20000004768371582,0.016,37.6,2.95,0.05,0.0,0.9962848799846992,0.0,0.0053,0,511905
1776812606.485615,511961,0.25,0.017,37.6,2.95,0.05,0.0,0.0,0.0,0.0,0,511955
1776812606.5356152,512011,0.3000001907348633,0.014,37.6,2.98,0.04,0.0,16.993236443512604,0.00279,0.0904,21,512005
1776812606.5856152,512061,0.35000014305114746,0.005,37.6,3.96,0.02,0.0,54.00615962634039,0.01396,0.2873,105,512055
1776812606.635615,512111,0.40000009536743164,0.005,37.6,7.46,0.03,0.0,97.99307696906108,0.03657,0.5213,275,512105
1776812606.685615,512161,0.4500000476837158,0.005,37.6,10.46,0.05,0.0,140.00622237973658,0.07168,0.7448,539,512155
1776812606.735615,512211,0.5,0.005,37.6,12.96,0.06,0.0,168.99247303891408,0.11398,0.899,857,512205
1776812606.7856152,512261,0.5500001907348633,0.005,37.6,14.31,0.07,0.0,185.0082224303662,0.16358,0.9842,1230,512255
1776812606.8356152,512311,0.6000001430511475,0.005,37.6,16.36,0.08,0.0,212.99818820955895,0.21864,1.1331,1644,512305
1776812606.885615,512361,0.6500000953674316,0.005,37.6,17.38,0.09,0.0,226.0062851331328,0.27636,1.2023,2078,512355
1776812606.935615,512411,0.7000000476837158,0.005,37.6,17.6,0.09,0.0,227.9988548931022,0.33621,1.2129,2528,512405
1776812606.985615,512461,0.75,0.005,37.6,17.57,0.09,0.0,228.9951397730869,0.39805,1.2182,2993,512455
1776812607.0356152,512511,0.8000001907348633,0.005,37.6,18.06,0.09,0.0,232.0027922409652,0.46136,1.2342,3469,512505
1776812607.0856152,512561,0.8500001430511475,0.005,37.6,18.49,0.09,0.0,237.99929934879768,0.52533,1.2661,3950,512555
1776812607.135615,512611,0.9000000953674316,0.005,37.6,18.79,0.09,0.0,242.9995215766454,0.59023,1.2927,4438,512605
1776812607.185615,512661,0.9500000476837158,0.005,37.6,19.18,0.09,0.0,247.00345892450844,0.65513,1.314,4926,512655
1776812607.235615,512711,1.0,0.005,37.6,19.64,0.1,0.0,249.99231356446256,0.72016,1.3299,5415,512705
1776812607.2856152,512761,1.0500001907348633,0.005,37.6,19.59,0.1,0.0,248.99602868447784,0.7848,1.3246,5901,512755
1776812607.3356152,512811,1.1000001430511475,0.005,37.6,19.37,0.1,0.0,247.00345892450844,0.84903,1.314,6384,512805
1776812607.385615,512861,1.1500000953674316,0.005,37.6,18.98,0.09,0.0,242.9995215766454,0.91327,1.2927,6867,512855
1776812607.435615,512911,1.2000000476837158,0.005,37.6,18.75,0.09,0.0,241.006951816676,0.97751,1.2821,7350,512905
1776812607.485615,512961,1.25,0.005,37.6,18.63,0.09,0.0,238.9955842287824,1.04188,1.2714,7834,512955
1776812607.5356152,513011,1.3000001907348633,0.005,37.6,18.69,0.09,0.0,237.00301446881295,1.10638,1.2608,8319,513005
1776812607.5856152,513061,1.3500001430511475,0.005,37.6,18.82,0.09,0.0,241.006951816676,1.17141,1.2821,8808,513055
