host_unix_s,device_ms,t_rel_s,duty,vbat,i_motor,i_in,rpm_vesc,rpm_spool,position_m,velocity_mps,enc_count,enc_device_ms
1776810857.505542,277802,0.0,0.0,37.6,0.27,0.0,0.0,0.0,0.00519,0.0,39,277818
1776810857.555542,277852,0.05,0.014,37.7,1.99,0.03,0.0,-0.9962848799846993,0.00505,-0.0053,38,277843
1776810857.605542,277902,0.1,0.014,37.7,1.97,0.02,0.0,0.0,0.00505,0.0,38,277893
1776810857.655542,277952,0.15,0.014,37.7,1.96,0.02,0.0,0.0,0.00505,0.0,38,277943
1776810857.705542,278002,0.2,0.014,37.7,1.96,0.02,0.0,0.0,0.00505,0.0,38,277993
1776810857.755542,278052,0.25,0.014,37.7,1.96,0.02,0.0,0.9962848799846993,0.00519,0.0053,39,278043
1776810857.805542,278102,0.3,0.014,37.7,1.96,0.02,0.0,0.0,0.00519,0.0,39,278093
1776810857.855542,278152,0.35,0.014,37.7,1.97,0.02,0.0,0.0,0.00519,0.0,39,278143
1776810857.905542,278202,0.4,0.014,37.7,1.97,0.02,0.0,1.9925697599693986,0.00559,0.0106,42,278193
1776810857.955542,278252,0.45,0.005,37.7,2.28,0.01,0.0,33.00898583496475,0.01077,0.1756,81,278243
1776810858.005542,278302,0.5,0.005,37.7,5.11,0.02,0.0,72.99196582982239,0.02567,0.3883,193,278293
1776810858.055542,278352,0.55,0.005,37.7,8.8,0.04,0.0,120.00533346834564,0.054,0.6384,406,278343
1776810858.105542,278402,0.6,0.005,37.7,11.51,0.05,0.0,151.00295171541677,0.09203,0.8033,692,278393
1776810858.155542,278452,0.65,0.005,37.7,13.52,0.07,0.0,182.00056996248787,0.13978,0.9682,1051,278443
1776810858.205542,278502,0.7,0.005,37.7,16.16,0.08,0.0,210.00933356960488,0.19284,1.1172,1450,278493
1776810858.255542,278552,0.75,0.005,37.7,16.53,0.08,0.0,217.00212555742206,0.2495,1.1544,1876,278543
1776810858.305542,278602,0.8,0.005,37.7,16.86,0.08,0.0,222.0023477852698,0.30948,1.181,2327,278593
1776810858.355542,278652,0.85,0.005,37.7,17.68,0.09,0.0,231.00650736098055,0.37225,1.2289,2799,278643
1776810858.405542,278702,0.9,0.005,37.7,18.69,0.09,0.0,241.006951816676,0.43649,1.2821,3282,278693
1776810858.455542,278752,0.95,0.005,37.7,18.89,0.09,0.0,247.00345892450844,0.50165,1.314,3772,278743
1776810858.505542,278802,1.0,0.005,37.7,19.43,0.1,0.0,252.00368115235617,0.56749,1.3406,4267,278793
1776810858.555542,278852,1.05,0.005,37.7,19.56,0.1,0.0,254.99253579231032,0.63372,1.3565,4765,278843
1776810858.605542,278902,1.1,0.005,37.7,20.03,0.1,0.0,256.0076185002192,0.69995,1.3619,5263,278893
1776810858.655542,278952,1.15,0.005,37.7,20.14,0.1,0.0,257.0039033802039,0.76631,1.3672,5762,278943
1776810858.705542,279002,1.2,0.005,37.7,19.61,0.1,0.0,252.00368115235617,0.83214,1.3406,6257,278993
1776810858.755542,279052,1.25,0.005,37.7,19.52,0.1,0.0,247.99974380449314,0.89798,1.3193,6752,279043
1776810858.805542,279102,1.3,0.005,37.7,19.1,0.09,0.0,246.00717404452377,0.96381,1.3087,7247,279093
1776810858.855542,279152,1.35,0.005,37.7,19.27,0.09,0.0,241.006951816676,1.02937,1.2821,7740,279143
1776810858.905542,279202,1.4,0.005,37.7,19.08,0.09,0.0,242.0032366966607,1.09547,1.2874,8237,279193
1776810858.955542,279252,1.45,0.005,37.7,18.74,0.09,0.0,242.0032366966607,1.1617,1.2874,8735,279243
1776810859.005542,279302,1.5,0.005,37.7,19.06,0.09,0.0,243.9958064566301,1.22807,1.298,9234,279293
1776810859.055542,279352,1.55,0.005,37.7,19.02,0.09,0.0,247.99974380449314,1.29483,1.3193,9736,279343
1776810859.105542,279402,1.6,0.005,37.7,19.51,0.1,0.0,248.99602868447784,1.36159,1.3246,10238,279393
1776810859.155542,279452,1.65,0.005,37.7,19.52,0.1,0.0,252.99996603234086,1.42889,1.3459,10744,279443
1776810859.205542,279502,1.7,0.005,37.7,19.69,0.1,0.0,256.0076185002192,1.49605,1.3619,11249,279493
1776810859.255542,279552,1.75,0.005,37.7,20.14,0.1,0.0,257.0039033802039,1.56321,1.3672,11754,279543
1776810859.305542,279602,1.8,0.005,37.7,19.78,0.1,0.0,258.0001882601886,1.63024,1.3725,12258,279593
1776810859.355542,279652,1.85,0.005,37.7,19.98,0.1,0.0,256.0076185002192,1.69687,1.3619,12759,279643
1776810859.405542,279702,1.9,0.005,37.7,19.93,0.1,0.0,254.99253579231032,1.7635,1.3565,13260,279693
1776810859.455542,279752,1.95,0.005,37.7,19.85,0.1,0.0,254.99253579231032,1.82987,1.3565,13759,279743
1776810859.505542,279802,2.0,0.005,37.7,19.92,0.1,0.0,252.00368115235617,1.8957,1.3406,14254,279793
