host_unix_s,device_ms,t_rel_s,duty,vbat,i_motor,i_in,rpm_vesc,rpm_spool,position_m,velocity_mps,enc_count,enc_device_ms
1776808765.266614,276718,0.0,0.0,37.8,0.28,0.0,0.0,0.0,0.00346,0.0,26,276721
1776808765.316614,276768,0.04999995231628418,0.0,37.8,0.28,0.0,0.0,0.0,0.00346,0.0,26,276771
1776808765.366614,276818,0.10000014305114746,0.0,37.8,0.29,0.0,0.0,0.0,0.00346,0.0,26,276821
1776808765.416614,276868,0.15000009536743164,0.0,37.8,0.27,0.0,0.0,0.0,0.00346,0.0,26,276871
1776808765.466614,276918,0.20000004768371582,0.0,37.8,0.27,0.0,0.0,0.0,0.00346,0.0,26,276921
1776808765.516614,276968,0.25,0.0,37.8,0.27,0.0,0.0,0.0,0.00346,0.0,26,276971
1776808765.566614,277018,0.2999999523162842,0.0,37.8,0.28,0.0,0.0,0.0,0.00346,0.0,26,277021
1776808765.616614,277068,0.35000014305114746,0.0,37.8,0.28,0.0,0.0,0.0,0.00346,0.0,26,277071
1776808765.666614,277118,0.40000009536743164,0.0,37.8,0.28,0.0,0.0,0.0,0.00346,0.0,26,277121
1776808765.716614,277168,0.4500000476837158,0.0,37.8,0.28,0.0,0.0,0.0,0.00346,0.0,26,277171
1776808765.766614,277218,0.5,0.0,37.8,0.28,0.0,0.0,0.0,0.00346,0.0,26,277221
1776808765.816614,277268,0.5499999523162842,0.0,37.8,0.26,0.0,0.0,0.9962848799846992,0.00359,0.0053,27,277271
1776808765.866614,277318,0.6000001430511475,0.0,37.8,0.25,0.0,0.0,0.0,0.00359,0.0,27,277321
1776808765.916614,277368,0.6500000953674316,0.0,37.8,0.27,0.0,0.0,0.0,0.00359,0.0,27,277371
1776808765.966614,277418,0.7000000476837158,0.0,37.8,0.26,0.0,0.0,0.0,0.00372,0.0,28,277421
1776808766.016614,277468,0.75,0.0,37.8,0.25,0.0,0.0,3.0076524678783376,0.00439,0.016,33,277471
1776808766.066614,277518,0.7999999523162842,0.0,37.8,0.25,0.0,0.0,1.9925697599693983,0.00505,0.0106,38,277521
1776808766.116614,277568,0.8500001430511475,0.0,37.8,0.26,0.0,0.0,0.0,0.00519,0.0,39,277571
1776808766.166614,277618,0.9000000953674316,0.0,37.8,0.27,0.0,0.0,0.0,0.00519,0.0,39,277621
1776808766.216614,277668,0.9500000476837158,0.0,37.8,0.27,0.0,0.0,0.0,0.00519,0.0,39,277671
1776808766.266614,277718,1.0,0.0,37.8,0.27,0.0,0.0,0.0,0.00519,0.0,39,277721
1776808766.316614,277768,1.0499999523162842,0.0,37.8,0.24,0.0,0.0,5.000222227847735,0.00612,0.0266,46,277771
1776808766.366614,277818,1.1000001430511475,-0.003,37.8,0.24,0.0,0.0,29.00504848710171,0.01157,0.1543,87,277821
1776808766.416614,277868,1.1500000953674316,-0.01,37.8,0.25,0.0,0.0,75.99961829770074,0.02899,0.4043,218,277871
1776808766.466614,277918,1.2000000476837158,-0.002,37.8,0.24,0.0,0.0,101.99701431692412,0.05546,0.5426,417,277921
1776808766.516614,277968,1.25,-0.021,37.8,0.25,0.0,0.0,66.99545872198996,0.07315,0.3564,550,277971
1776808766.566614,278018,1.2999999523162842,-0.013,37.8,0.25,0.0,0.0,71.99568094983769,0.09017,0.383,678,278021
1776808766.616614,278068,1.3500001430511475,-0.02,37.8,0.25,0.0,0.0,80.00355564556376,0.11118,0.4256,836,278071
1776808766.666614,278118,1.4000000953674316,-0.021,37.8,0.24,0.0,0.0,87.9926325133656,0.13393,0.4681,1007,278121
1776808766.716614,278168,1.4500000476837158,-0.025,37.8,0.25,0.0,0.0,90.00400010125924,0.15746,0.4788,1184,278171
1776808766.766614,278218,1.5,-0.024,37.8,0.25,0.0,0.0,100.00444455695472,0.1834,0.532,1379,278221
1776808766.816614,278268,1.5499999523162842,-0.028,37.8,0.25,0.0,0.0,101.0007294369394,0.21013,0.5373,1580,278271
1776808766.866614,278318,1.6000001430511475,-0.028,37.8,0.25,0.0,0.0,106.00095166478714,0.23806,0.5639,1790,278321
1776808766.916614,278368,1.6500000953674316,-0.028,37.8,0.24,0.0,0.0,111.99745877261958,0.26772,0.5958,2013,278371
1776808766.966614,278418,1.7000000476837158,-0.028,37.8,0.25,0.0,0.0,115.00511124049792,0.29804,0.6118,2241,278421
1776808767.016614,278468,1.75,-0.029,37.8,0.25,0.0,0.0,119.00904858836095,0.32943,0.6331,2477,278471
1776808767.066614,278518,1.7999999523162842,-0.029,37.8,0.25,0.0,0.0,119.00904858836095,0.36108,0.6331,2715,278521
1776808767.116614,278568,1.8500001430511475,-0.029,37.8,0.26,0.0,0.0,121.99790322831504,0.3934,0.649,2958,278571
1776808767.166614,278618,1.9000000953674316,-0.03,37.8,0.26,0.0,0.0,121.00161834833035,0.42585,0.6437,3202,278621
1776808767.216614,278668,1.9500000476837158,-0.03,37.8,0.26,0.0,0.0,121.00161834833035,0.4579,0.6437,3443,278671
1776808767.266614,278718,2.0,-0.029,37.8,0.24,0.0,0.0,119.00904858836095,0.48968,0.6331,3682,278721
1776808767.316614,278768,2.049999952316284,-0.028,37.8,0.25,0.0,0.0,119.00904858836095,0.52107,0.6331,3918,278771
1776808767.366614,278818,2.1000001430511475,-0.029,37.8,0.25,0.0,0.0,120.00533346834564,0.55312,0.6384,4159,278821
1776808767.416614,278868,2.1500000953674316,-0.03,37.8,0.24,0.0,0.0,121.00161834833035,0.58517,0.6437,4400,278871
1776808767.466614,278918,2.200000047683716,-0.03,37.8,0.26,0.0,0.0,126.00184057617808,0.61856,0.6703,4651,278921
1776808767.516614,278968,2.25,-0.03,37.8,0.25,0.0,0.0,126.99812545616278,0.65234,0.6756,4905,278971
1776808767.566614,279018,2.299999952316284,-0.032,37.8,0.26,0.0,0.0,135.00600015188886,0.68864,0.7182,5178,279022
1776808767.616614,279068,2.3500001430511475,-0.033,37.8,0.25,0.0,0.0,136.99856991185828,0.72495,0.7288,5451,279072
1776808767.666614,279118,2.4000000953674316,-0.032,37.8,0.25,0.0,0.0,145.0064446075843,0.76325,0.7714,5739,279122
1776808767.716614,279168,2.450000047683716,-0.034,37.8,0.25,0.0,0.0,148.9915841275231,0.80262,0.7926,6035,279172
1776808767.766614,279218,2.5,-0.035,37.8,0.25,0.0,0.0,156.9994588232492,0.84425,0.8352,6348,279222
1776808767.816614,279268,2.549999952316284,-0.036,37.8,0.24,0.0,0.0,163.99225081106633,0.8872,0.8724,6671,279272
1776808767.866614,279318,2.6000001430511475,-0.038,37.8,0.24,0.0,0.0,170.00755574682302,0.93229,0.9044,7010,279322
1776808767.916614,279368,2.6500000953674316,-0.039,37.8,0.25,0.01,0.0,178.99291749460954,0.97924,0.9522,7363,279372
1776808767.966614,279418,2.700000047683716,-0.04,37.8,0.25,0.01,0.0,186.00450731035093,1.02778,0.9895,7728,279422
1776808768.016614,279468,2.75,-0.042,37.8,0.25,0.01,0.0,187.99707707032033,1.07792,1.0001,8105,279472
1776808768.066614,279518,2.799999952316284,-0.045,37.8,0.24,0.01,0.0,196.00495176604636,1.12978,1.0427,8495,279522
1776808768.116614,279568,2.8500001430511475,-0.048,37.8,0.25,0.01,0.0,201.00517399389412,1.18232,1.0693,8890,279572
1776808768.166614,279618,2.9000000953674316,-0.043,37.8,0.25,0.01,0.0,201.00517399389412,1.23552,1.0693,9290,279622
1776808768.216614,279668,2.950000047683716,-0.047,37.8,0.25,0.01,0.0,200.00888911390945,1.28951,1.064,9696,279672
1776808768.266614,279718,3.0,-0.049,37.8,0.25,0.01,0.0,206.00539622174188,1.34444,1.0959,10109,279722
1776808768.316614,279768,3.049999952316284,-0.045,37.8,0.25,0.01,0.0,207.99796598171127,1.39896,1.1065,10519,279772
1776808768.366614,279818,3.1000001430511475,-0.047,37.8,0.25,0.01,0.0,202.0014588738788,1.45256,1.0746,10922,279822
1776808768.416614,279868,3.1500000953674316,-0.044,37.8,0.24,0.01,0.0,198.9938064060005,1.50629,1.0586,11326,279872
1776808768.466614,279918,3.200000047683716,-0.048,37.8,0.24,0.01,0.0,205.0091113417572,1.56095,1.0906,11737,279922
