time_s,t_us,pcnt_count,d_pcnt,dpos_m,position_m,dir_m1_0_p1,adc_a,adc_b
3.179843,25556431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.189839,25566427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.199839,25576427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.209839,25586427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.219839,25596427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.229839,25606427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.239839,25616427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.249839,25626427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.259839,25636427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.269843,25646431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.279843,25656431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.289843,25666431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.299843,25676431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.309843,25686431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.319843,25696431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.329843,25706431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.339843,25716431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.349843,25726431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.359843,25736431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.369839,25746427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.379839,25756427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.389839,25766427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.399839,25776427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.409839,25786427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.419839,25796427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.429839,25806427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.439839,25816427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.449843,25826431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.459843,25836431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.469843,25846431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.479843,25856431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.489843,25866431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.499839,25876427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.509839,25886427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.519843,25896431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.529843,25906431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.539843,25916431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.549843,25926431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.559843,25936431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.569843,25946431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.579843,25956431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.589839,25966427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.599839,25976427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.609839,25986427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.619839,25996427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.629839,26006427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.639843,26016431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.649843,26026431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.659843,26036431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.669843,26046431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.679839,26056427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.689839,26066427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.699839,26076427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.709839,26086427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.719839,26096427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.729839,26106427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.739839,26116427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.749839,26126427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.759839,26136427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.769839,26146427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.779843,26156431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.789839,26166427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.799839,26176427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.809843,26186431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.819843,26196431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.829839,26206427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.839839,26216427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.849839,26226427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.859839,26236427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.869839,26246427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.879839,26256427,-2,0,0.00000000,-0.00026599,0,4095,4095
3.889843,26266431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.899843,26276431,-2,0,0.00000000,-0.00026599,0,4095,4095
3.909843,26286431,-2,0,0.00000000,-0.00026599,0,4095,4095
