time_s,t_us,pcnt_count,d_pcnt,dpos_m,position_m,dir_m1_0_p1
0.659834,22132380,0,0,0.00000000,0.00000000,0
0.669834,22142380,0,0,0.00000000,0.00000000,0
0.679834,22152380,0,0,0.00000000,0.00000000,0
0.689834,22162380,0,0,0.00000000,0.00000000,0
0.699834,22172380,0,0,0.00000000,0.00000000,0
0.709834,22182380,0,0,0.00000000,0.00000000,0
0.719834,22192380,0,0,0.00000000,0.00000000,0
0.729834,22202380,0,0,0.00000000,0.00000000,0
0.739834,22212380,0,0,0.00000000,0.00000000,0
0.749834,22222380,0,0,0.00000000,0.00000000,0
0.759834,22232380,0,0,0.00000000,0.00000000,0
0.769834,22242380,0,0,0.00000000,0.00000000,0
0.779834,22252380,0,0,0.00000000,0.00000000,0
0.789834,22262380,0,0,0.00000000,0.00000000,0
0.799834,22272380,0,0,0.00000000,0.00000000,0
0.809834,22282380,0,0,0.00000000,0.00000000,0
0.819834,22292380,0,0,0.00000000,0.00000000,0
0.829834,22302380,0,0,0.00000000,0.00000000,0
0.839834,22312380,0,0,0.00000000,0.00000000,0
0.849834,22322380,0,0,0.00000000,0.00000000,0
0.859834,22332380,0,0,0.00000000,0.00000000,0
0.869834,22342380,0,0,0.00000000,0.00000000,0
0.879834,22352380,0,0,0.00000000,0.00000000,0
0.889834,22362380,0,0,0.00000000,0.00000000,0
0.899834,22372380,0,0,0.00000000,0.00000000,0
0.909834,22382380,0,0,0.00000000,0.00000000,0
0.919834,22392380,0,0,0.00000000,0.00000000,0
0.929834,22402380,0,0,0.00000000,0.00000000,0
0.939834,22412380,0,0,0.00000000,0.00000000,0
0.949834,22422380,0,0,0.00000000,0.00000000,0
0.959834,22432380,0,0,0.00000000,0.00000000,0
0.969834,22442380,0,0,0.00000000,0.00000000,0
0.979834,22452380,0,0,0.00000000,0.00000000,0
0.989834,22462380,0,0,0.00000000,0.00000000,0
0.999834,22472380,0,0,0.00000000,0.00000000,0
1.009834,22482380,0,0,0.00000000,0.00000000,0
1.019834,22492380,0,0,0.00000000,0.00000000,0
1.029834,22502380,0,0,0.00000000,0.00000000,0
1.039834,22512380,0,0,0.00000000,0.00000000,0
1.049834,22522380,0,0,0.00000000,0.00000000,0
1.059834,22532380,0,0,0.00000000,0.00000000,0
1.069834,22542380,0,0,0.00000000,0.00000000,0
1.079834,22552380,0,0,0.00000000,0.00000000,0
1.089834,22562380,0,0,0.00000000,0.00000000,0
1.099834,22572380,0,0,0.00000000,0.00000000,0
1.109834,22582380,0,0,0.00000000,0.00000000,0
1.119834,22592380,0,0,0.00000000,0.00000000,0
1.129834,22602380,0,0,0.00000000,0.00000000,0
1.139834,22612380,0,0,0.00000000,0.00000000,0
1.149834,22622380,0,0,0.00000000,0.00000000,0
1.159834,22632380,0,0,0.00000000,0.00000000,0
1.169834,22642380,0,0,0.00000000,0.00000000,0
1.179834,22652380,0,0,0.00000000,0.00000000,0
1.189834,22662380,0,0,0.00000000,0.00000000,0
1.199834,22672380,0,0,0.00000000,0.00000000,0
1.209834,22682380,0,0,0.00000000,0.00000000,0
1.219834,22692380,0,0,0.00000000,0.00000000,0
1.229834,22702380,0,0,0.00000000,0.00000000,0
1.239834,22712380,0,0,0.00000000,0.00000000,0
1.249834,22722380,0,0,0.00000000,0.00000000,0
1.259834,22732380,0,0,0.00000000,0.00000000,0
1.269834,22742380,0,0,0.00000000,0.00000000,0
1.279834,22752380,0,0,0.00000000,0.00000000,0
