host_unix_s,t_rel_s,stream,rpm,duty,vbat,i_motor,i_in,t_mos,t_motor,tach,tach_abs,fault,enc_millis,enc_count,position_m,velocity_mps
1775848928.113581,8.893013000488281e-05,enc,,,,,,,,,,,38556,271,0.03604,0.0
1775848928.113643,0.00015091896057128906,enc,,,,,,,,,,,38566,271,0.03604,0.0
1775848928.113645,0.00015306472778320312,enc,,,,,,,,,,,38576,271,0.03604,0.0
1775848928.113646,0.00015401840209960938,enc,,,,,,,,,,,38586,271,0.03604,0.0
1775848928.1136482,0.00015616416931152344,enc,,,,,,,,,,,38596,271,0.03604,0.0
1775848928.1136498,0.00015783309936523438,enc,,,,,,,,,,,38606,271,0.03604,0.0
1775848928.113651,0.0001590251922607422,enc,,,,,,,,,,,38616,271,0.03604,0.0
1775848928.113653,0.0001609325408935547,enc,,,,,,,,,,,38626,271,0.03604,0.0
1775848928.113654,0.00016188621520996094,enc,,,,,,,,,,,38636,271,0.03604,0.0
1775848928.113656,0.000164031982421875,enc,,,,,,,,,,,38646,271,0.03604,0.0
1775848928.2475631,0.13407111167907715,enc,,,,,,,,,,,38656,271,0.03604,0.0
1775848928.247576,0.13408398628234863,enc,,,,,,,,,,,38666,271,0.03604,0.0
1775848928.2475781,0.13408613204956055,enc,,,,,,,,,,,38676,271,0.03604,0.0
1775848928.2475798,0.13408780097961426,enc,,,,,,,,,,,38686,271,0.03604,0.0
1775848928.247582,0.13408994674682617,enc,,,,,,,,,,,38696,271,0.03604,0.0
1775848928.247583,0.13409090042114258,enc,,,,,,,,,,,38706,271,0.03604,0.0
1775848928.247585,0.1340930461883545,enc,,,,,,,,,,,38716,271,0.03604,0.0
1775848928.247586,0.1340939998626709,enc,,,,,,,,,,,38726,271,0.03604,0.0
1775848928.247587,0.1340949535369873,enc,,,,,,,,,,,38816,271,0.03604,0.0
1775848928.247589,0.13409709930419922,enc,,,,,,,,,,,38826,271,0.03604,0.0
1775848928.382379,0.2688870429992676,enc,,,,,,,,,,,38836,271,0.03604,0.0
1775848928.38286,0.26936793327331543,enc,,,,,,,,,,,38856,271,0.03604,0.0
