host_unix_s,t_rel_s,stream,rpm,duty,vbat,i_motor,i_in,t_mos,t_motor,tach,tach_abs,fault,enc_millis,enc_count,position_m,velocity_mps
1775849961.164169,0.0001430511474609375,enc,,,,,,,,,,,389627,27670,3.67995,0.0
1775849961.16418,0.00015401840209960938,enc,,,,,,,,,,,389637,27670,3.67995,0.0
1775849961.164182,0.00015592575073242188,enc,,,,,,,,,,,389647,27670,3.67995,0.0
1775849961.164184,0.00015807151794433594,enc,,,,,,,,,,,389657,27670,3.67995,0.0
1775849961.164185,0.0001590251922607422,enc,,,,,,,,,,,389667,27670,3.67995,0.0
1775849961.164187,0.0001609325408935547,enc,,,,,,,,,,,389737,27670,3.67995,0.0
1775849961.1641889,0.0001628398895263672,enc,,,,,,,,,,,389747,27670,3.67995,0.0
1775849961.16419,0.000164031982421875,enc,,,,,,,,,,,389757,27670,3.67995,0.0
1775849961.164192,0.0001659393310546875,enc,,,,,,,,,,,389767,27670,3.67995,0.0
1775849961.164194,0.00016808509826660156,enc,,,,,,,,,,,389777,27670,3.67995,0.0
1775849961.164195,0.0001690387725830078,enc,,,,,,,,,,,389787,27670,3.67995,0.0
1775849961.164196,0.00016999244689941406,enc,,,,,,,,,,,389797,27670,3.67995,0.0
1775849961.164198,0.00017189979553222656,enc,,,,,,,,,,,389807,27670,3.67995,0.0
1775849961.16462,0.0005939006805419922,telem,0.0,0.0,37.9,0.28,0.0,32.8,-76.3,0,0,0,,,,
1775849961.299118,0.13509202003479004,enc,,,,,,,,,,,389817,27670,3.67995,0.0
1775849961.2991302,0.13510417938232422,enc,,,,,,,,,,,389827,27670,3.67995,0.0
1775849961.2991319,0.13510584831237793,enc,,,,,,,,,,,389837,27670,3.67995,0.0
1775849961.2991328,0.13510680198669434,enc,,,,,,,,,,,389847,27670,3.67995,0.0
1775849961.299135,0.13510894775390625,enc,,,,,,,,,,,389857,27670,3.67995,0.0
1775849961.299572,0.13554596900939941,enc,,,,,,,,,,,389867,27670,3.67995,0.0
1775849961.299574,0.13554787635803223,enc,,,,,,,,,,,389877,27670,3.67995,0.0
1775849961.299575,0.13554906845092773,enc,,,,,,,,,,,389887,27670,3.67995,0.0
1775849961.299576,0.13555002212524414,enc,,,,,,,,,,,389897,27670,3.67995,0.0
1775849961.299577,0.13555097579956055,enc,,,,,,,,,,,389907,27670,3.67995,0.0
1775849961.434623,0.270596981048584,enc,,,,,,,,,,,389917,27670,3.67995,0.0
1775849961.4346392,0.2706131935119629,enc,,,,,,,,,,,389927,27670,3.67995,0.0
1775849961.43464,0.2706139087677002,enc,,,,,,,,,,,389937,27670,3.67995,0.0
1775849961.434641,0.2706148624420166,enc,,,,,,,,,,,390007,27670,3.67995,0.0
1775849961.434643,0.2706170082092285,enc,,,,,,,,,,,390017,27670,3.67995,0.0
1775849961.434644,0.2706179618835449,enc,,,,,,,,,,,390027,27670,3.67995,0.0
1775849961.434645,0.27061891555786133,enc,,,,,,,,,,,390037,27670,3.67995,0.0
1775849961.435067,0.2710409164428711,enc,,,,,,,,,,,390057,27670,3.67995,0.0
1775849961.4350688,0.2710428237915039,enc,,,,,,,,,,,390067,27670,3.67995,0.0
1775849961.43507,0.2710440158843994,enc,,,,,,,,,,,390077,27670,3.67995,0.0
1775849961.571092,0.40706586837768555,enc,,,,,,,,,,,390087,27670,3.67995,0.0
1775849961.571105,0.40707898139953613,enc,,,,,,,,,,,390097,27670,3.67995,0.0
1775849961.571106,0.40707993507385254,enc,,,,,,,,,,,390107,27670,3.67995,0.0
1775849961.571108,0.40708208084106445,enc,,,,,,,,,,,390117,27670,3.67995,0.0
1775849961.571109,0.40708303451538086,enc,,,,,,,,,,,390127,27670,3.67995,0.0
1775849961.5711098,0.40708374977111816,enc,,,,,,,,,,,390137,27670,3.67995,0.0
1775849961.571111,0.40708494186401367,enc,,,,,,,,,,,390147,27670,3.67995,0.0
1775849961.571112,0.4070858955383301,enc,,,,,,,,,,,390157,27670,3.67995,0.0
1775849961.571114,0.407088041305542,enc,,,,,,,,,,,390167,27670,3.67995,0.0
1775849961.571115,0.4070889949798584,enc,,,,,,,,,,,390177,27670,3.67995,0.0
1775849961.706435,0.5424089431762695,enc,,,,,,,,,,,390187,27670,3.67995,0.0
1775849961.706445,0.5424189567565918,enc,,,,,,,,,,,390197,27670,3.67995,0.0
1775849961.7064471,0.5424211025238037,enc,,,,,,,,,,,390207,27670,3.67995,0.0
1775849961.7064478,0.542421817779541,enc,,,,,,,,,,,390277,27670,3.67995,0.0
1775849961.70645,0.5424239635467529,enc,,,,,,,,,,,390287,27670,3.67995,0.0
1775849961.706451,0.5424249172210693,enc,,,,,,,,,,,390297,27670,3.67995,0.0
1775849961.70694,0.5429139137268066,enc,,,,,,,,,,,390310,27670,3.67995,0.0
1775849961.7069418,0.5429158210754395,enc,,,,,,,,,,,390320,27670,3.67995,0.0
1775849961.706944,0.5429179668426514,enc,,,,,,,,,,,390330,27670,3.67995,0.0
1775849961.706945,0.5429189205169678,enc,,,,,,,,,,,390340,27670,3.67995,0.0
1775849961.7069461,0.5429201126098633,enc,,,,,,,,,,,390350,27670,3.67995,0.0
1775849961.706947,0.5429210662841797,enc,,,,,,,,,,,390360,27670,3.67995,0.0
1775849961.840259,0.6762330532073975,enc,,,,,,,,,,,390370,27670,3.67995,0.0
1775849961.840271,0.6762449741363525,enc,,,,,,,,,,,390380,27670,3.67995,0.0
1775849961.840273,0.6762468814849854,enc,,,,,,,,,,,390390,27670,3.67995,0.0
1775849961.8402739,0.6762478351593018,enc,,,,,,,,,,,390400,27670,3.67995,0.0
1775849961.840275,0.6762490272521973,enc,,,,,,,,,,,390410,27670,3.67995,0.0
1775849961.840277,0.6762509346008301,enc,,,,,,,,,,,390420,27670,3.67995,0.0
1775849961.840278,0.6762518882751465,enc,,,,,,,,,,,390430,27670,3.67995,0.0
1775849961.840279,0.676253080368042,enc,,,,,,,,,,,390440,27670,3.67995,0.0
1775849961.84028,0.6762540340423584,enc,,,,,,,,,,,390450,27670,3.67995,0.0
1775849961.840281,0.6762549877166748,enc,,,,,,,,,,,390460,27670,3.67995,0.0
1775849961.9771461,0.8131201267242432,enc,,,,,,,,,,,390470,27670,3.67995,0.0
1775849961.977163,0.8131370544433594,enc,,,,,,,,,,,390480,27670,3.67995,0.0
