host_unix_s,device_ms,t_rel_s,duty,vbat,i_motor,i_in,rpm_vesc,rpm_spool,position_m,velocity_mps,enc_count,enc_device_ms
1776721799.748445,109033,0.0,0.03,37.8,1.5,0.04,0.0,0.0,0.12063,0.0,907,109039
1776721799.873445,109158,0.125,0.03,37.8,1.5,0.04,0.0,-67.50300007594443,0.09615,-0.3591,723,109159
1776721799.998445,109283,0.25,0.03,37.8,1.73,0.05,0.0,-72.50322230379216,0.0524,-0.3857,394,109279
1776721800.123445,109408,0.375,0.03,37.8,1.61,0.04,0.0,-72.50322230379216,0.00306,-0.3857,23,109409
1776721800.248445,109533,0.5,0.03,37.8,1.71,0.05,0.0,-72.50322230379216,-0.0407,-0.3857,-306,109529
1776721800.373445,109658,0.625,0.03,37.8,1.71,0.05,0.0,-75.00333341771605,-0.08857,-0.399,-666,109659
1776721800.498445,109783,0.75,0.03,37.8,1.79,0.05,0.0,-72.50322230379216,-0.13339,-0.3857,-1003,109779
1776721800.623445,109908,0.875,0.03,37.8,1.79,0.05,0.0,-67.50300007594443,-0.18021,-0.3591,-1355,109909
1776721800.748445,110033,1.0,0.03,37.8,1.79,0.05,0.0,-62.5027778480967,-0.22263,-0.3325,-1674,110029
1776721800.873445,110158,1.125,0.03,37.8,1.91,0.05,0.0,-55.0024445063251,-0.26745,-0.2926,-2011,110159
1776721800.998445,110283,1.25,0.03,37.8,1.91,0.05,0.0,-67.50300007594443,-0.30921,-0.3591,-2325,110279
1776721801.123445,110408,1.375,0.03,37.8,2.07,0.06,0.0,-60.00266673417282,-0.35204,-0.3192,-2647,110409
1776721801.248445,110533,1.5,0.03,37.8,2.07,0.06,0.0,-62.5027778480967,-0.39153,-0.3325,-2944,110529
1776721801.373445,110658,1.625,0.03,37.8,2.04,0.06,0.0,-67.50300007594443,-0.43476,-0.3591,-3269,110659
1776721801.498445,110783,1.75,0.03,37.8,2.16,0.06,0.0,-57.502555620248955,-0.47399,-0.3059,-3564,110779
1776721801.623445,110908,1.875,0.03,37.8,2.06,0.06,0.0,-67.50300007594443,-0.51642,-0.3591,-3883,110909
1776721801.748445,111033,2.0,0.03,37.8,2.04,0.06,0.0,-60.00266673417282,-0.55671,-0.3192,-4186,111029
1776721801.873445,111158,2.125,0.03,37.8,2.01,0.06,0.0,-62.5027778480967,-0.6022,-0.3325,-4528,111159
1776721801.998445,111283,2.25,0.03,37.8,1.86,0.05,0.0,-67.50300007594443,-0.64436,-0.3591,-4845,111279
1776721802.123445,111408,2.375,0.03,37.8,1.86,0.05,0.0,-70.00311118986829,-0.6913,-0.3724,-5198,111409
1776721802.248445,111533,2.5,0.03,37.8,1.78,0.05,0.0,-75.00333341771605,-0.73506,-0.399,-5527,111529
1776721802.373445,111658,2.625,0.03,37.8,1.78,0.05,0.0,-75.00333341771605,-0.78453,-0.399,-5899,111659
1776721802.498445,111783,2.75,0.03,37.8,1.75,0.05,0.0,-75.00333341771605,-0.82962,-0.399,-6238,111779
1776721802.623445,111908,2.875,0.03,37.8,1.74,0.05,0.0,-75.00333341771605,-0.87843,-0.399,-6605,111909
1776721802.748445,112033,3.0,0.03,37.8,1.7,0.05,0.0,-72.50322230379216,-0.92285,-0.3857,-6939,112029
