host_unix_s,device_ms,t_rel_s,duty,vbat,i_motor,i_in,rpm_vesc,rpm_spool,position_m,velocity_mps,enc_count,enc_device_ms
1776723364.4153278,94722,0.0,0.0,37.8,0.26,0.0,0.0,0.0,0.0,0.0,0,94732
1776723364.4553277,94762,0.04,0.0,37.8,0.26,0.0,0.0,0.0,0.0,0.0,0,94752
1776723364.4953277,94802,0.08,0.03,37.8,3.24,0.09,0.0,-28.741878896162362,-0.00346,-0.1529,-26,94792
1776723364.535328,94842,0.12,0.03,37.8,2.47,0.07,0.0,-43.74254557970556,-0.01263,-0.2327,-95,94832
1776723364.5753279,94882,0.16,0.03,37.8,2.15,0.06,0.0,-62.5027778480967,-0.025,-0.3325,-188,94872
1776723364.6153278,94922,0.2,0.03,37.8,2.03,0.06,0.0,-63.74343449109651,-0.03804,-0.3391,-286,94912
1776723364.6553278,94962,0.24,0.03,37.8,2.01,0.06,0.0,-65.00288896202056,-0.0516,-0.3458,-388,94952
1776723364.6953278,95002,0.28,0.03,37.8,1.99,0.05,0.0,-61.24332337717264,-0.0649,-0.3258,-488,94992
1776723364.7353277,95042,0.32,0.03,37.8,2.04,0.06,0.0,-56.24310114932491,-0.07767,-0.2992,-584,95032
1776723364.775328,95082,0.36,0.03,37.8,2.03,0.06,0.0,-60.00266673417282,-0.09097,-0.3192,-684,95072
1776723364.815328,95122,0.4,0.03,37.8,2.02,0.06,0.0,-62.5027778480967,-0.104,-0.3325,-782,95112
1776723364.8553278,95162,0.44,0.03,37.8,2.19,0.06,0.0,-63.74343449109651,-0.11677,-0.3391,-878,95152
1776723364.8953278,95202,0.48,0.03,37.8,2.24,0.06,0.0,-60.00266673417282,-0.12954,-0.3192,-974,95192
1776723364.9353278,95242,0.52,0.03,37.8,2.17,0.06,0.0,-56.24310114932491,-0.14217,-0.2992,-1069,95232
1776723364.9753277,95282,0.56,0.03,37.8,2.17,0.06,0.0,-55.0024445063251,-0.15467,-0.2926,-1163,95272
1776723365.015328,95322,0.6,0.03,37.8,2.26,0.06,0.0,-61.24332337717264,-0.16744,-0.3258,-1259,95312
1776723365.055328,95362,0.64,0.03,37.8,2.37,0.07,0.0,-63.74343449109651,-0.17981,-0.3391,-1352,95352
1776723365.0953279,95402,0.68,0.03,37.8,2.26,0.06,0.0,-60.00266673417282,-0.19231,-0.3192,-1446,95392
1776723365.1353278,95442,0.72,0.03,37.8,2.21,0.06,0.0,-56.24310114932491,-0.20494,-0.2992,-1541,95432
1776723365.1753278,95482,0.76,0.03,37.8,2.11,0.06,0.0,-57.502555620248955,-0.21784,-0.3059,-1638,95472
1776723365.2153277,95522,0.8,0.03,37.8,2.17,0.06,0.0,-61.24332337717264,-0.23061,-0.3258,-1734,95512
1776723365.2553277,95562,0.84,0.03,37.8,2.39,0.07,0.0,-60.00266673417282,-0.24258,-0.3192,-1824,95552
1776723365.295328,95602,0.88,0.03,37.8,2.26,0.06,0.0,-56.24310114932491,-0.25482,-0.2992,-1916,95592
1776723365.3353279,95642,0.92,0.03,37.8,2.13,0.06,0.0,-53.742990035401036,-0.26705,-0.2859,-2008,95632
1776723365.3753278,95682,0.96,0.03,37.8,2.02,0.06,0.0,-63.74343449109651,-0.28062,-0.3391,-2110,95672
1776723365.4153278,95722,1.0,0.03,37.8,2.04,0.06,0.0,-62.5027778480967,-0.29365,-0.3325,-2208,95712
1776723365.4553277,95762,1.04,0.03,37.8,2.14,0.06,0.0,-63.74343449109651,-0.30668,-0.3391,-2306,95752
1776723365.4953277,95802,1.08,0.03,37.8,2.16,0.06,0.0,-60.00266673417282,-0.31945,-0.3192,-2402,95792
1776723365.535328,95842,1.12,0.03,37.8,2.08,0.06,0.0,-56.24310114932491,-0.33195,-0.2992,-2496,95832
1776723365.5753279,95882,1.16,0.03,37.8,1.99,0.05,0.0,-61.24332337717264,-0.34539,-0.3258,-2597,95872
1776723365.6153278,95922,1.2,0.03,37.8,1.87,0.05,0.0,-62.5027778480967,-0.35908,-0.3325,-2700,95912
1776723365.6553278,95962,1.24,0.03,37.8,1.93,0.05,0.0,-67.50300007594443,-0.37305,-0.3591,-2805,95952
1776723365.6953278,96002,1.28,0.03,37.8,1.93,0.05,0.0,-66.24354560502037,-0.38635,-0.3524,-2905,95992
1776723365.7353277,96042,1.32,0.03,37.8,2.09,0.06,0.0,-65.00288896202056,-0.39965,-0.3458,-3005,96032
1776723365.775328,96082,1.36,0.03,37.8,1.97,0.05,0.0,-61.24332337717264,-0.41308,-0.3258,-3106,96072
1776723365.815328,96122,1.4,0.03,37.8,1.88,0.05,0.0,-61.24332337717264,-0.42678,-0.3258,-3209,96112
1776723365.8553278,96162,1.44,0.03,37.8,1.87,0.05,0.0,-63.74343449109651,-0.44088,-0.3391,-3315,96152
1776723365.8953278,96202,1.48,0.03,37.8,1.79,0.05,0.0,-65.00288896202056,-0.45524,-0.3458,-3423,96192
1776723365.9353278,96242,1.52,0.03,37.8,1.85,0.05,0.0,-68.74365671894425,-0.46974,-0.3657,-3532,96232
1776723365.9753277,96282,1.56,0.03,37.8,1.87,0.05,0.0,-71.2437678328681,-0.48397,-0.379,-3639,96272
1776723366.015328,96322,1.6,0.03,37.8,1.83,0.05,0.0,-72.50322230379216,-0.49873,-0.3857,-3750,96312
1776723366.055328,96362,1.64,0.03,37.8,1.68,0.05,0.0,-72.50322230379216,-0.51376,-0.3857,-3863,96352
1776723366.0953279,96402,1.68,0.03,37.8,1.67,0.05,0.0,-73.74387894679198,-0.52892,-0.3923,-3977,96392
1776723366.1353278,96442,1.72,0.03,37.8,1.74,0.05,0.0,-72.50322230379216,-0.54395,-0.3857,-4090,96432
1776723366.1753278,96482,1.76,0.03,37.8,1.78,0.05,0.0,-71.2437678328681,-0.55858,-0.379,-4200,96472
1776723366.2153277,96522,1.8,0.03,37.8,1.75,0.05,0.0,-67.50300007594443,-0.57307,-0.3591,-4309,96512
1776723366.2553277,96562,1.84,0.03,37.8,1.76,0.05,0.0,-68.74365671894425,-0.58797,-0.3657,-4421,96552
1776723366.295328,96602,1.88,0.03,37.8,1.68,0.05,0.0,-68.74365671894425,-0.60313,-0.3657,-4535,96592
1776723366.3353279,96642,1.92,0.03,37.8,1.68,0.05,0.0,-68.74365671894425,-0.61829,-0.3657,-4649,96632
1776723366.3753278,96682,1.96,0.03,37.8,1.72,0.05,0.0,-67.50300007594443,-0.63332,-0.3591,-4762,96672
1776723366.4153278,96722,2.0,0.03,37.8,1.69,0.05,0.0,-67.50300007594443,-0.64821,-0.3591,-4874,96712
1776723366.4553277,96762,2.04,0.03,37.8,1.69,0.05,0.0,-67.50300007594443,-0.66311,-0.3591,-4986,96752
1776723366.4953277,96802,2.08,0.03,37.8,1.63,0.04,0.0,-70.00311118986829,-0.67814,-0.3724,-5099,96792
1776723366.535328,96842,2.12,0.03,37.8,1.64,0.04,0.0,-71.2437678328681,-0.69343,-0.379,-5214,96832
1776723366.5753279,96882,2.16,0.03,37.8,1.63,0.04,0.0,-70.00311118986829,-0.70819,-0.3724,-5325,96872
1776723366.6153278,96922,2.2,0.03,37.8,1.74,0.05,0.0,-70.00311118986829,-0.72296,-0.3724,-5436,96912
1776723366.6553278,96962,2.24,0.03,37.9,1.69,0.05,0.0,-71.2437678328681,-0.73772,-0.379,-5547,96952
1776723366.6953278,97002,2.28,0.03,37.8,1.68,0.05,0.0,-70.00311118986829,-0.75248,-0.3724,-5658,96992
1776723366.7353277,97042,2.32,0.03,37.8,1.7,0.05,0.0,-73.74387894679198,-0.76724,-0.3923,-5769,97032
1776723366.775328,97082,2.36,0.03,37.8,1.73,0.05,0.0,-72.50322230379216,-0.78227,-0.3857,-5882,97072
1776723366.815328,97122,2.4,0.03,37.8,1.79,0.05,0.0,-70.00311118986829,-0.7969,-0.3724,-5992,97112
1776723366.8553278,97162,2.44,0.03,37.8,1.78,0.05,0.0,-72.50322230379216,-0.81193,-0.3857,-6105,97152
1776723366.8953278,97202,2.48,0.03,37.8,1.72,0.05,0.0,-72.50322230379216,-0.82722,-0.3857,-6220,97192
1776723366.9353278,97242,2.52,0.03,37.8,1.74,0.05,0.0,-71.2437678328681,-0.84225,-0.379,-6333,97232
1776723366.9753277,97282,2.56,0.03,37.8,1.79,0.05,0.0,-67.50300007594443,-0.85675,-0.3591,-6442,97272
