host_unix_s,device_ms,t_rel_s,duty,vbat,i_motor,i_in,rpm_vesc,rpm_spool,position_m,velocity_mps,enc_count,enc_device_ms
1776721775.447445,84732,0.0,0.02,37.8,0.28,0.0,0.0,0.0,0.0,0.0,0,84739
1776721775.572445,84857,0.125,0.02,37.8,0.28,0.0,0.0,-2.5001111139238676,-0.00346,-0.0133,-26,84859
1776721775.697445,84982,0.25,0.02,37.8,2.6,0.05,0.0,0.0,-0.00346,0.0,-26,84979
1776721775.822445,85107,0.375,0.02,37.8,3.0,0.06,0.0,0.0,-0.00346,0.0,-26,85109
1776721775.947445,85232,0.5,0.02,37.8,3.01,0.06,0.0,0.0,-0.00346,0.0,-26,85229
1776721776.072445,85357,0.625,0.02,37.8,3.04,0.06,0.0,0.0,-0.00346,0.0,-26,85359
1776721776.197445,85482,0.75,0.02,37.8,3.05,0.06,0.0,0.0,-0.00346,0.0,-26,85479
1776721776.322445,85607,0.875,0.02,37.8,3.05,0.06,0.0,0.0,-0.00346,0.0,-26,85609
1776721776.447445,85732,1.0,0.02,37.8,3.05,0.06,0.0,0.0,-0.00359,0.0,-27,85729
1776721776.572445,85857,1.125,0.02,37.8,3.06,0.06,0.0,0.0,-0.00359,0.0,-27,85859
1776721776.697445,85982,1.25,0.02,37.8,3.08,0.06,0.0,0.0,-0.00359,0.0,-27,85979
1776721776.822445,86107,1.375,0.02,37.8,3.09,0.06,0.0,0.0,-0.00372,0.0,-28,86109
1776721776.947445,86232,1.5,0.02,37.8,3.09,0.06,0.0,0.0,-0.00372,0.0,-28,86229
1776721777.072445,86357,1.625,0.02,37.9,3.09,0.06,0.0,0.0,-0.00372,0.0,-28,86359
1776721777.197445,86482,1.75,0.02,37.9,3.09,0.06,0.0,0.0,-0.00372,0.0,-28,86479
1776721777.322445,86607,1.875,0.02,37.9,3.1,0.06,0.0,0.0,-0.00372,0.0,-28,86609
1776721777.447445,86732,2.0,0.02,37.9,3.1,0.06,0.0,0.0,-0.00372,0.0,-28,86729
1776721777.572445,86857,2.125,0.02,37.8,3.09,0.06,0.0,0.0,-0.00372,0.0,-28,86859
1776721777.697445,86982,2.25,0.02,37.8,3.1,0.06,0.0,0.0,-0.00386,0.0,-29,86979
1776721777.822445,87107,2.375,0.02,37.8,3.1,0.06,0.0,0.0,-0.00386,0.0,-29,87109
1776721777.947445,87232,2.5,0.02,37.8,3.1,0.06,0.0,0.0,-0.00386,0.0,-29,87229
1776721778.072445,87357,2.625,0.02,37.8,3.06,0.06,0.0,0.0,-0.00399,0.0,-30,87359
1776721778.197445,87482,2.75,0.02,37.8,3.06,0.06,0.0,-7.5003333417716025,-0.00532,-0.0399,-40,87479
1776721778.322445,87607,2.875,0.02,37.8,2.17,0.04,0.0,-12.50055556961934,-0.02088,-0.0665,-157,87609
1776721778.447445,87732,3.0,0.02,37.8,1.68,0.03,0.0,-20.00088891139094,-0.0379,-0.1064,-285,87729
