host_unix_s,device_ms,t_rel_s,duty,vbat,i_motor,i_in,rpm_vesc,rpm_spool,position_m,velocity_mps,enc_count,enc_device_ms
1776721767.314445,76599,0.0,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,76599
1776721767.439445,76724,0.125,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,76719
1776721767.564445,76849,0.25,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,76849
1776721767.689445,76974,0.375,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,76969
1776721767.814445,77099,0.5,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,77099
1776721767.939445,77224,0.625,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,77219
1776721768.064445,77349,0.75,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,77349
1776721768.189445,77474,0.875,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,77469
1776721768.314445,77599,1.0,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,77599
1776721768.439445,77724,1.125,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,77719
1776721768.564445,77849,1.25,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,77849
1776721768.689445,77974,1.375,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,77969
1776721768.814445,78099,1.5,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,78099
1776721768.939445,78224,1.625,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,78219
1776721769.064445,78349,1.75,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,78349
1776721769.189445,78474,1.875,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,78469
1776721769.314445,78599,2.0,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,78599
1776721769.439445,78724,2.125,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,78719
1776721769.564445,78849,2.25,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,78849
1776721769.689445,78974,2.375,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,78969
1776721769.814445,79099,2.5,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,79099
1776721769.939445,79224,2.625,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,79219
1776721770.064445,79349,2.75,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,79349
1776721770.189445,79474,2.875,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,79469
1776721770.314445,79599,3.0,0.0,37.8,0.27,0.0,0.0,0.0,0.0,0.0,0,79599
