host_unix_s,t_rel_s,stream,duty,vbat,i_motor,i_in,enc_millis,enc_count,position_m,velocity_mps
1775847144.232435,4.856547117233276,enc,,,,,65730,0,0.0,0.0
1775847144.232436,4.856548070907593,enc,,,,,65740,0,0.0,0.0
1775847144.232438,4.856550216674805,enc,,,,,65750,0,0.0,0.0
1775847144.232439,4.856551170349121,enc,,,,,65760,0,0.0,0.0
1775847144.23244,4.8565521240234375,enc,,,,,65770,0,0.0,0.0
1775847144.364169,4.988281011581421,enc,,,,,65780,0,0.0,0.0
1775847144.364179,4.988291025161743,enc,,,,,65790,0,0.0,0.0
1775847144.3641798,4.98829197883606,enc,,,,,65800,0,0.0,0.0
1775847144.3646011,4.988713264465332,enc,,,,,65881,0,0.0,0.0
1775847144.497293,5.121405124664307,enc,,,,,65891,0,0.0,0.0
1775847144.497308,5.12142014503479,enc,,,,,65901,0,0.0,0.0
1775847144.49731,5.121422052383423,enc,,,,,65911,0,0.0,0.0
1775847144.497312,5.121424198150635,enc,,,,,65921,0,0.0,0.0
1775847144.497313,5.121425151824951,enc,,,,,65931,0,0.0,0.0
1775847144.4973152,5.121427297592163,enc,,,,,65941,0,0.0,0.0
1775847144.4973161,5.1214282512664795,enc,,,,,65951,0,0.0,0.0
1775847144.4973178,5.121429920196533,enc,,,,,65961,0,0.0,0.0
1775847144.497319,5.121431112289429,enc,,,,,65971,0,0.0,0.0
1775847144.49732,5.121432065963745,enc,,,,,65981,0,0.0,0.0
1775847144.497321,5.1214330196380615,enc,,,,,65991,0,0.0,0.0
1775847144.497322,5.121434211730957,enc,,,,,66001,0,0.0,0.0
1775847144.497324,5.12143611907959,enc,,,,,66011,0,0.0,0.0
1775847144.610569,5.234681129455566,enc,,,,,66021,0,0.0,0.0
1775847144.6105769,5.234688997268677,enc,,,,,66101,0,0.0,0.0
1775847144.610579,5.234691143035889,enc,,,,,66111,0,0.0,0.0
1775847144.61058,5.234692096710205,enc,,,,,66121,0,0.0,0.0
1775847144.610581,5.2346930503845215,enc,,,,,66131,0,0.0,0.0
1775847144.610582,5.234694242477417,enc,,,,,66141,0,0.0,0.0
1775847144.610584,5.23469614982605,enc,,,,,66151,0,0.0,0.0
1775847144.744313,5.368425130844116,enc,,,,,66161,0,0.0,0.0
1775847144.7443252,5.36843729019165,enc,,,,,66171,0,0.0,0.0
1775847144.7443268,5.368438959121704,enc,,,,,66181,0,0.0,0.0
1775847144.744328,5.3684401512146,enc,,,,,66191,0,0.0,0.0
1775847144.744329,5.368441104888916,enc,,,,,66201,0,0.0,0.0
